rI,gI,bI,rT,gT,bT,rM,gM,bM
2,7,4,133,128,117,66.5,,
2,6,4,113,119,118,56.5,,
2,6,5,100,112,117,50,,
2,6,4,118,122,120,59,,
3,6,4,139,125,106,46.33333333,,
2,6,5,112,116,115,56,,
2,6,5,123,126,122,61.5,,
3,7,4,143,129,109,47.66666667,,
3,6,4,134,125,112,44.66666667,,
2,6,5,111,121,124,55.5,,
2,7,5,125,137,140,62.5,,
2,7,5,121,140,147,60.5,,
3,6,5,131,128,120,43.66666667,,
3,7,5,131,132,126,43.66666667,,
3,7,5,136,143,142,45.33333333,,
3,7,5,137,138,132,45.66666667,,
3,7,5,140,134,122,46.66666667,,
2,7,5,135,142,141,67.5,,
2,7,5,128,137,138,64,,
2,7,5,129,146,151,64.5,,
2,7,4,139,137,129,69.5,,
3,7,4,144,134,118,48,,
2,7,4,150,141,126,75,,
2,7,5,132,139,137,66,,
2,7,5,140,148,147,70,,
2,7,5,104,135,149,52,,
2,7,5,78,137,163,39,,
2,7,5,132,142,143,66,,
2,7,5,142,154,156,71,,
2,7,5,120,137,143,60,,
2,7,5,130,136,134,65,,
3,7,5,153,141,122,51,,
2,6,4,78,76,72,39,,
2,6,4,107,77,50,53.5,,
2,6,4,75,68,61,37.5,,
2,6,4,78,85,90,39,,
2,6,4,111,98,82,55.5,,
2,6,4,77,92,101,38.5,,
2,6,4,63,81,96,31.5,,
2,6,4,67,70,72,33.5,,
2,6,4,86,96,100,43,,
2,6,4,64,89,108,32,,
2,6,4,51,103,135,25.5,,
2,6,4,77,91,99,38.5,,
2,6,4,79,106,121,39.5,,
2,6,4,90,92,90,45,,
2,6,4,51,79,102,25.5,,
2,6,4,55,65,73,27.5,,
2,6,4,96,84,70,48,,
2,6,4,93,84,75,46.5,,
2,6,4,75,87,95,37.5,,
2,6,4,98,111,117,49,,
2,6,4,115,104,89,57.5,,
2,6,4,89,95,97,44.5,,
2,6,4,113,90,65,56.5,,
2,6,4,105,85,65,52.5,,
2,6,4,75,84,90,37.5,,
2,6,4,62,78,90,31,,
2,6,4,79,80,77,39.5,,
2,6,4,83,70,58,41.5,,
2,6,4,87,89,88,43.5,,
2,6,4,87,100,106,43.5,,
2,6,4,91,106,113,45.5,,
2,6,4,113,106,94,56.5,,
2,6,4,96,83,68,48,,
2,6,4,78,97,109,39,,
2,6,4,32,87,130,16,,
2,6,4,65,83,96,32.5,,
2,6,4,79,85,88,39.5,,
2,6,4,91,69,51,45.5,,
2,6,4,102,77,54,51,,
2,6,4,86,81,74,43,,
2,6,4,46,84,116,23,,
2,6,4,73,87,97,36.5,,
2,6,4,58,79,97,29,,
2,6,4,89,96,98,44.5,,
2,6,4,95,101,103,47.5,,
2,6,4,115,121,121,57.5,,
2,6,4,116,112,104,58,,
2,6,4,119,110,98,59.5,,
2,6,4,108,113,113,54,,
2,6,4,108,119,123,54,,
2,6,4,129,123,113,64.5,,
2,6,4,127,123,114,63.5,,
2,6,4,130,122,109,65,,
3,6,4,141,123,99,47,,
3,6,4,144,116,80,48,,
2,7,4,136,130,119,68,,
2,7,4,134,128,117,67,,
2,6,4,116,123,123,58,,
2,7,4,126,127,120,63,,
2,7,4,125,127,122,62.5,,
2,6,4,123,123,117,61.5,,
2,7,4,126,125,118,63,,
2,6,4,128,122,111,64,,
2,7,4,113,128,134,56.5,,
2,7,5,123,135,138,61.5,,
2,7,5,131,136,132,65.5,,
3,7,5,139,141,136,46.33333333,,
2,6,5,103,123,133,51.5,,
2,6,5,103,128,140,51.5,,
3,7,5,136,143,141,45.33333333,,
3,7,5,148,141,128,49.33333333,,
3,7,5,134,137,133,44.66666667,,
2,7,5,121,136,141,60.5,,
2,7,5,123,148,157,61.5,,
2,7,5,128,147,153,64,,
3,7,5,126,138,141,42,,
2,7,5,128,141,144,64,,
2,7,5,129,145,150,64.5,,
2,7,5,135,145,146,67.5,,
2,7,4,138,142,139,69,,
2,7,4,135,130,119,67.5,,
2,7,4,136,136,130,68,,
2,7,5,132,140,140,66,,
2,7,5,109,135,145,54.5,,
2,7,5,97,136,154,48.5,,
2,7,5,101,136,152,50.5,,
2,7,5,130,144,147,65,,
3,7,5,132,140,139,44,,
3,7,5,130,135,132,43.33333333,,
3,7,5,147,141,128,49,,
2,6,4,106,92,76,53,,
2,6,4,109,75,44,54.5,,
2,6,4,82,86,87,41,,
2,6,4,81,83,83,40.5,,
2,6,4,79,89,96,39.5,,
2,6,4,89,99,103,44.5,,
2,6,4,93,92,88,46.5,,
2,6,4,94,87,78,47,,
2,6,4,53,98,129,26.5,,
2,6,4,49,101,134,24.5,,
2,6,4,45,94,129,22.5,,
2,6,4,63,79,91,31.5,,
2,6,4,83,93,98,41.5,,
2,6,4,93,99,98,46.5,,
2,6,4,67,77,85,33.5,,
2,5,4,61,60,59,30.5,,
2,6,4,100,86,71,50,,
2,6,4,101,96,89,50.5,,
2,6,4,107,101,91,53.5,,
2,6,4,107,104,97,53.5,,
2,6,4,68,92,108,34,,
2,6,4,95,105,110,47.5,,
2,6,4,108,96,81,54,,
2,6,4,113,83,54,56.5,,
2,6,4,97,92,85,48.5,,
2,6,4,71,80,85,35.5,,
2,6,4,93,96,95,46.5,,
2,6,4,71,83,92,35.5,,
2,6,4,80,93,102,40,,
2,6,4,81,83,81,40.5,,
2,6,4,98,89,77,49,,
2,6,4,69,81,89,34.5,,
2,6,4,51,101,133,25.5,,
2,6,4,43,80,111,21.5,,
2,6,4,59,88,109,29.5,,
2,6,4,50,80,105,25,,
2,6,4,67,82,94,33.5,,
2,6,4,72,79,84,36,,
2,6,4,83,69,57,41.5,,
2,5,4,54,59,64,27,,
2,6,4,61,70,78,30.5,,
2,6,4,83,78,71,41.5,,
2,6,4,90,85,77,45,,
2,6,4,103,105,102,51.5,,
2,6,4,98,89,77,49,,
2,6,4,108,98,85,54,,
2,6,4,110,95,76,55,,
2,6,4,124,114,100,62,,
2,7,4,105,125,135,52.5,,
2,6,4,119,117,109,59.5,,
3,6,4,131,114,91,43.66666667,,
2,7,4,128,127,120,64,,
2,6,5,117,125,125,58.5,,
2,6,5,110,116,116,55,,
2,7,5,115,128,133,57.5,,
2,7,4,129,129,123,64.5,,
2,6,4,118,111,100,59,,
2,6,5,112,122,125,56,,
2,6,4,128,121,108,64,,
2,6,4,126,122,113,63,,
2,6,4,121,123,119,60.5,,
2,6,5,117,126,128,58.5,,
2,6,5,107,121,125,53.5,,
2,7,5,116,131,136,58,,
2,7,5,114,132,139,57,,
2,7,5,123,134,136,61.5,,
3,7,4,135,130,120,45,,
3,7,5,124,133,134,41.33333333,,
3,6,5,121,126,124,40.33333333,,
3,6,5,145,127,103,48.33333333,,
3,7,5,140,145,142,46.66666667,,
3,7,5,139,138,130,46.33333333,,
2,7,5,124,134,135,62,,
2,7,5,113,139,150,56.5,,
2,7,5,114,148,162,57,,
2,7,5,126,144,150,63,,
2,7,4,126,138,141,63,,
2,7,5,130,152,160,65,,
2,7,5,135,147,149,67.5,,
2,7,5,129,140,142,64.5,,
2,7,4,128,133,130,64,,
2,7,4,121,132,134,60.5,,
2,7,5,125,136,138,62.5,,
2,7,5,125,136,138,62.5,,
2,7,5,132,146,150,66,,
2,7,5,120,139,146,60,,
3,6,5,120,127,127,40,,
3,7,5,151,139,119,50.33333333,,
3,7,4,154,139,118,51.33333333,,
3,7,4,158,139,112,52.66666667,,
2,6,4,93,68,48,46.5,,
2,6,4,124,84,45,62,,
2,6,4,65,72,77,32.5,,
2,6,4,62,89,109,31,,
2,6,4,81,89,93,40.5,,
2,6,4,78,94,104,39,,
2,6,4,105,111,112,52.5,,
2,6,4,69,99,119,34.5,,
2,6,4,59,116,147,29.5,,
2,6,4,56,110,141,28,,
2,6,4,82,94,101,41,,
2,6,4,71,79,84,35.5,,
2,6,4,104,88,70,52,,
2,6,4,116,85,53,58,,
2,6,4,121,86,51,60.5,,
2,6,4,109,97,83,54.5,,
2,6,4,86,81,75,43,,
2,6,4,119,88,57,59.5,,
2,6,4,126,99,66,63,,
2,6,4,78,91,99,39,,
2,6,4,67,76,82,33.5,,
2,6,4,97,76,56,48.5,,
2,6,4,119,117,111,59.5,,
2,6,4,112,104,93,56,,
2,6,4,111,72,38,55.5,,
2,6,4,79,78,75,39.5,,
2,6,4,69,69,68,34.5,,
2,6,4,46,81,110,23,,
2,6,4,70,68,66,35,,
2,6,4,69,66,62,34.5,,
2,6,4,105,74,46,52.5,,
2,6,4,81,76,69,40.5,,
2,6,4,62,94,117,31,,
2,6,4,73,86,94,36.5,,
2,6,4,94,78,61,47,,
2,6,4,64,73,79,32,,
2,6,4,66,71,75,33,,
2,6,4,68,81,91,34,,
2,6,4,92,90,85,46,,
2,6,4,83,70,59,41.5,,
2,6,4,98,73,50,49,,
2,6,4,123,87,51,61.5,,
2,6,4,112,93,72,56,,
2,6,4,118,82,48,59,,
2,6,4,105,92,77,52.5,,
2,6,4,94,104,108,47,,
2,6,4,120,113,102,60,,
2,6,4,100,112,117,50,,
2,6,4,105,115,118,52.5,,
2,6,4,126,120,108,63,,
2,6,4,110,110,107,55,,
2,6,4,95,102,103,47.5,,
2,6,5,120,122,118,60,,
2,6,5,117,118,114,58.5,,
2,6,4,125,119,108,62.5,,
2,6,4,125,121,112,62.5,,
2,6,4,116,115,109,58,,
2,6,4,125,117,104,62.5,,
2,6,4,130,117,99,65,,
2,7,4,148,126,97,74,,
2,7,4,134,127,114,67,,
2,7,4,143,126,102,71.5,,
2,6,4,123,125,121,61.5,,
2,6,5,115,124,126,57.5,,
2,6,4,112,118,119,56,,
2,6,5,116,125,126,58,,
2,7,5,128,134,133,64,,
2,7,5,120,134,138,60,,
3,6,5,131,126,116,43.66666667,,
3,7,4,147,132,111,49,,
2,7,4,139,138,131,69.5,,
3,7,4,145,135,120,48.33333333,,
2,7,5,125,138,141,62.5,,
2,7,5,128,143,147,64,,
2,7,5,125,146,153,62.5,,
2,7,5,129,139,140,64.5,,
2,7,4,117,132,138,58.5,,
2,7,5,125,141,146,62.5,,
3,7,5,137,141,138,45.66666667,,
3,7,5,149,151,144,49.66666667,,
3,7,4,150,141,126,50,,
2,7,4,144,140,130,72,,
2,7,5,123,140,145,61.5,,
3,7,5,135,138,135,45,,
3,7,5,142,136,125,47.33333333,,
3,7,5,132,135,132,44,,
3,7,5,134,137,133,44.66666667,,
3,7,5,149,143,131,49.66666667,,
3,7,5,152,141,124,50.66666667,,
3,7,4,153,139,118,51,,
2,6,4,93,89,82,46.5,,
2,6,4,100,103,102,50,,
2,6,4,111,110,104,55.5,,
2,6,4,102,90,76,51,,
2,6,4,99,96,91,49.5,,
2,6,4,84,86,85,42,,
2,6,4,84,90,93,42,,
2,6,4,82,97,106,41,,
2,6,4,75,97,112,37.5,,
2,6,4,67,98,118,33.5,,
2,6,4,85,80,74,42.5,,
2,6,4,107,97,85,53.5,,
2,6,4,108,96,82,54,,
2,6,4,88,95,96,44,,
2,6,4,104,85,66,52,,
2,6,4,90,103,110,45,,
2,6,4,94,96,95,47,,
2,6,4,99,92,82,49.5,,
2,6,4,123,77,35,61.5,,
2,6,4,78,74,69,39,,
2,6,4,87,89,88,43.5,,
2,6,4,105,92,77,52.5,,
2,6,4,122,116,107,61,,
2,6,4,97,97,94,48.5,,
2,6,4,90,88,84,45,,
2,6,4,82,79,74,41,,
2,6,4,86,82,77,43,,
2,6,4,86,76,64,43,,
2,6,4,78,87,92,39,,
2,6,4,69,77,83,34.5,,
2,6,4,74,89,99,37,,
2,6,4,64,72,77,32,,
2,6,4,54,82,104,27,,
2,6,4,68,87,101,34,,
2,6,4,88,79,70,44,,
2,6,4,73,63,54,36.5,,
2,6,4,77,76,73,38.5,,
2,6,4,91,99,102,45.5,,
2,6,4,88,112,124,44,,
2,6,4,94,97,98,47,,
2,6,4,135,101,61,67.5,,
2,6,4,136,94,47,68,,
2,6,4,123,108,89,61.5,,
2,6,4,103,94,83,51.5,,
2,6,4,100,96,89,50,,
2,6,4,94,100,101,47,,
2,6,5,100,114,120,50,,
2,6,4,87,105,114,43.5,,
2,7,4,117,125,126,58.5,,
2,6,4,115,122,122,57.5,,
2,6,4,122,116,106,61,,
2,7,4,145,130,108,72.5,,
3,6,5,126,122,113,42,,
3,7,4,138,127,111,46,,
2,6,4,130,108,79,65,,
2,7,4,127,124,116,63.5,,
2,7,4,123,132,133,61.5,,
2,7,4,107,129,138,53.5,,
2,7,4,127,130,125,63.5,,
2,7,4,129,126,117,64.5,,
2,7,4,117,128,130,58.5,,
2,7,5,118,138,146,59,,
2,7,4,118,127,128,59,,
2,7,4,130,132,126,65,,
3,7,4,139,130,116,46.33333333,,
3,7,5,125,134,134,41.66666667,,
2,7,5,107,145,161,53.5,,
2,7,5,126,141,145,63,,
2,7,5,123,134,137,61.5,,
2,7,5,128,138,139,64,,
2,7,5,123,145,152,61.5,,
2,7,5,138,142,139,69,,
3,7,5,150,146,135,50,,
3,7,5,150,148,139,50,,
2,7,5,137,144,143,68.5,,
2,7,5,112,143,157,56,,
2,7,5,111,138,149,55.5,,
2,7,4,140,146,144,70,,
3,7,4,147,134,116,49,,
3,7,4,154,147,134,51.33333333,,
3,7,5,146,140,128,48.66666667,,
2,7,5,130,136,134,65,,
2,7,5,125,152,162,62.5,,
2,7,5,120,133,137,60,,
3,7,5,141,138,129,47,,
3,7,5,134,131,122,44.66666667,,
3,7,5,137,132,122,45.66666667,,
2,7,5,134,140,138,67,,
2,6,5,122,126,125,61,,
3,7,4,147,138,123,49,,
2,6,4,68,102,123,34,,
2,6,4,76,103,120,38,,
2,6,4,80,93,101,40,,
2,6,4,106,97,86,53,,
2,6,4,81,86,88,40.5,,
2,6,4,67,77,84,33.5,,
2,6,4,84,82,79,42,,
2,6,4,85,93,95,42.5,,
2,6,4,89,105,113,44.5,,
2,6,4,74,92,104,37,,
2,6,5,55,92,119,27.5,,
2,6,4,81,96,106,40.5,,
2,6,4,94,79,63,47,,
2,6,4,120,101,77,60,,
2,6,4,96,102,103,48,,
2,6,4,75,91,102,37.5,,
2,6,4,83,103,115,41.5,,
2,6,4,64,81,93,32,,
2,6,4,95,86,75,47.5,,
2,6,4,86,89,90,43,,
2,6,4,104,107,106,52,,
2,6,4,82,103,116,41,,
2,6,4,84,93,98,42,,
2,6,4,96,98,96,48,,
2,6,4,95,91,85,47.5,,
2,6,4,85,84,82,42.5,,
2,6,4,81,83,82,40.5,,
2,5,4,71,60,51,35.5,,
2,6,4,64,86,102,32,,
2,6,4,72,80,84,36,,
2,6,4,94,91,85,47,,
2,6,4,62,96,119,31,,
2,6,4,66,95,114,33,,
2,6,4,60,85,104,30,,
2,6,4,83,82,78,41.5,,
2,6,4,87,88,86,43.5,,
2,6,4,116,94,69,58,,
2,6,4,103,100,93,51.5,,
2,6,4,107,99,90,53.5,,
2,6,4,95,96,94,47.5,,
2,6,4,129,101,67,64.5,,
2,6,4,119,105,88,59.5,,
2,6,4,98,112,118,49,,
2,6,4,105,114,116,52.5,,
2,6,4,118,116,109,59,,
2,6,5,98,114,121,49,,
2,6,5,100,125,138,50,,
2,6,4,97,117,127,48.5,,
2,6,4,94,118,131,47,,
2,6,4,131,113,91,65.5,,
3,6,4,140,122,98,46.66666667,,
2,6,4,127,121,109,63.5,,
2,6,4,114,126,129,57,,
2,6,4,119,117,109,59.5,,
2,6,4,147,119,83,73.5,,
2,6,4,134,119,98,67,,
2,7,4,129,133,131,64.5,,
2,6,4,126,117,103,63,,
3,7,4,143,128,108,47.66666667,,
3,7,4,136,131,119,45.33333333,,
2,6,4,119,122,119,59.5,,
2,6,5,110,124,130,55,,
2,7,4,129,131,127,64.5,,
2,7,4,139,128,112,69.5,,
3,7,4,145,129,108,48.33333333,,
3,7,5,143,143,135,47.66666667,,
2,7,5,119,147,157,59.5,,
2,7,5,120,137,143,60,,
3,7,5,145,139,128,48.33333333,,
2,7,5,136,148,150,68,,
3,7,5,140,148,146,46.66666667,,
2,7,5,125,147,154,62.5,,
3,7,5,147,150,145,49,,
3,7,5,148,140,126,49.33333333,,
3,7,5,137,139,135,45.66666667,,
3,7,5,130,136,134,43.33333333,,
2,7,4,133,136,131,66.5,,
3,7,5,147,137,121,49,,
3,7,4,164,141,108,54.66666667,,
3,7,5,139,136,126,46.33333333,,
2,7,5,123,140,146,61.5,,
2,7,5,139,145,143,69.5,,
3,7,5,133,144,144,44.33333333,,
3,7,5,137,144,142,45.66666667,,
3,7,5,139,140,134,46.33333333,,
3,7,5,143,138,127,47.66666667,,
3,6,5,132,125,113,44,,
3,7,5,144,138,127,48,,
3,7,5,144,136,122,48,,
3,7,4,141,130,113,47,,
2,6,4,67,91,107,33.5,,
2,6,4,75,79,81,37.5,,
2,6,4,61,82,99,30.5,,
2,6,4,99,109,114,49.5,,
2,6,4,72,84,92,36,,
2,6,4,72,65,59,36,,
2,6,4,77,66,56,38.5,,
2,6,4,90,73,57,45,,
2,6,4,90,99,103,45,,
2,6,4,87,104,113,43.5,,
2,6,5,78,93,103,39,,
2,6,4,86,83,78,43,,
2,6,4,83,67,53,41.5,,
2,6,4,102,100,95,51,,
2,6,4,108,90,69,54,,
2,6,4,101,79,56,50.5,,
2,6,4,63,74,83,31.5,,
2,6,4,77,93,103,38.5,,
2,6,4,121,97,69,60.5,,
2,6,4,93,104,109,46.5,,
2,6,4,84,80,74,42,,
2,6,4,63,79,90,31.5,,
2,6,4,84,85,83,42,,
2,6,4,103,99,92,51.5,,
2,6,4,99,93,85,49.5,,
2,6,4,69,67,64,34.5,,
2,6,4,84,88,88,42,,
2,5,4,64,60,57,32,,
2,6,4,98,75,53,49,,
2,6,4,104,98,88,52,,
2,6,4,90,74,58,45,,
2,6,4,81,91,96,40.5,,
2,6,4,66,97,118,33,,
2,6,4,69,103,123,34.5,,
2,6,4,62,80,94,31,,
2,6,4,61,85,102,30.5,,
2,6,4,100,96,89,50,,
2,6,4,122,96,67,61,,
2,6,4,123,105,83,61.5,,
2,6,4,104,106,104,52,,
2,6,4,108,92,75,54,,
2,6,4,99,105,107,49.5,,
2,6,4,96,120,133,48,,
2,7,5,105,126,136,52.5,,
2,7,5,101,129,142,50.5,,
2,7,5,98,137,155,49,,
2,6,5,88,120,138,44,,
2,6,4,121,122,118,60.5,,
2,6,4,97,105,107,48.5,,
2,6,4,104,104,99,52,,
2,6,4,123,111,95,61.5,,
2,6,4,102,113,118,51,,
2,6,4,97,117,127,48.5,,
2,7,4,123,128,127,61.5,,
3,6,4,135,121,103,45,,
3,7,4,152,125,89,50.66666667,,
2,7,4,124,124,119,62,,
2,7,4,122,127,124,61,,
2,7,4,144,134,119,72,,
2,7,4,139,139,132,69.5,,
2,7,4,138,138,131,69,,
2,7,4,121,135,139,60.5,,
3,7,5,132,138,137,44,,
3,7,5,134,131,123,44.66666667,,
3,6,5,126,127,121,42,,
3,7,5,138,143,141,46,,
3,7,5,151,153,147,50.33333333,,
3,7,4,144,141,131,48,,
3,7,5,150,138,119,50,,
3,7,4,152,147,135,50.66666667,,
3,7,5,144,152,150,48,,
2,7,5,136,143,142,68,,
3,7,4,152,143,127,50.66666667,,
3,7,4,154,143,126,51.33333333,,
2,7,4,138,133,123,69,,
3,7,5,139,146,145,46.33333333,,
3,7,5,142,145,141,47.33333333,,
3,7,5,145,144,137,48.33333333,,
2,7,4,144,137,125,72,,
3,7,5,154,153,144,51.33333333,,
2,7,5,135,148,150,67.5,,
2,7,5,128,148,155,64,,
3,7,5,133,139,137,44.33333333,,
3,7,5,137,148,148,45.66666667,,
3,7,4,154,147,133,51.33333333,,
3,7,4,154,143,126,51.33333333,,
3,7,4,148,137,121,49.33333333,,
3,7,4,155,137,112,51.66666667,,
3,7,4,147,142,130,49,,
2,7,4,153,140,120,76.5,,
2,6,4,56,82,103,28,,
2,6,4,86,89,88,43,,
2,6,4,111,100,86,55.5,,
2,6,4,71,84,94,35.5,,
2,6,4,82,86,87,41,,
2,6,4,82,75,67,41,,
2,6,4,110,80,52,55,,
2,6,4,104,82,60,52,,
2,6,4,89,99,103,44.5,,
2,6,4,66,103,125,33,,
2,6,4,80,105,120,40,,
2,6,4,88,75,61,44,,
2,6,4,100,77,55,50,,
2,6,4,108,82,57,54,,
2,6,4,83,69,57,41.5,,
2,6,4,107,74,44,53.5,,
2,6,4,86,95,99,43,,
2,6,4,98,103,103,49,,
2,6,4,90,117,131,45,,
2,6,4,73,98,114,36.5,,
2,6,4,68,79,88,34,,
2,5,4,47,59,72,23.5,,
2,6,4,92,80,67,46,,
2,6,4,122,95,64,61,,
2,6,4,95,98,97,47.5,,
2,6,4,57,82,102,28.5,,
2,6,4,63,83,98,31.5,,
2,6,4,71,89,102,35.5,,
2,6,4,89,89,87,44.5,,
2,6,4,85,84,79,42.5,,
2,6,4,94,79,65,47,,
2,6,4,81,81,78,40.5,,
2,6,4,88,97,101,44,,
2,6,4,83,104,116,41.5,,
2,6,4,97,102,103,48.5,,
2,6,4,67,74,79,33.5,,
2,6,4,95,79,62,47.5,,
2,6,4,128,93,56,64,,
2,6,4,122,85,48,61,,
2,6,4,134,93,50,67,,
2,6,4,124,111,95,62,,
2,6,4,114,95,74,57,,
2,6,4,87,119,136,43.5,,
2,7,4,117,139,148,58.5,,
2,7,5,109,139,152,54.5,,
2,6,5,82,118,138,41,,
2,6,5,103,114,118,51.5,,
3,6,4,125,118,106,41.66666667,,
2,6,4,129,117,101,64.5,,
2,6,4,133,115,92,66.5,,
2,6,4,106,110,109,53,,
2,6,4,106,111,111,53,,
2,6,5,105,127,137,52.5,,
2,6,4,88,119,135,44,,
2,7,5,105,130,142,52.5,,
3,7,4,149,132,109,49.66666667,,
3,7,4,146,141,130,48.66666667,,
3,7,5,141,135,123,47,,
2,7,5,137,143,141,68.5,,
2,7,5,117,135,142,58.5,,
2,7,5,116,130,134,58,,
2,7,5,128,139,141,64,,
2,7,5,119,134,139,59.5,,
2,7,5,128,132,128,64,,
2,7,5,121,143,151,60.5,,
2,7,5,117,141,150,58.5,,
2,7,5,132,148,153,66,,
3,7,4,158,148,132,52.66666667,,
3,7,4,158,138,112,52.66666667,,
3,7,5,154,148,135,51.33333333,,
3,7,5,148,152,148,49.33333333,,
3,7,4,163,142,114,54.33333333,,
3,7,5,155,144,127,51.66666667,,
2,7,4,155,146,131,77.5,,
3,7,4,146,134,115,48.66666667,,
2,7,4,135,142,140,67.5,,
3,7,5,149,143,130,49.66666667,,
3,7,4,149,143,131,49.66666667,,
2,7,5,136,149,151,68,,
3,7,5,152,153,145,50.66666667,,
2,7,5,140,149,148,70,,
3,7,5,147,146,139,49,,
3,7,5,131,133,128,43.66666667,,
3,7,5,132,135,131,44,,
3,7,4,164,147,121,54.66666667,,
3,7,4,164,145,117,54.66666667,,
3,7,4,153,139,120,51,,
3,7,4,146,132,111,48.66666667,,
2,7,4,142,134,120,71,,
2,7,4,158,136,105,79,,
2,6,4,84,90,93,42,,
2,6,4,100,93,83,50,,
2,6,4,125,100,70,62.5,,
2,6,4,98,99,96,49,,
2,6,4,113,96,76,56.5,,
2,6,4,128,95,59,64,,
2,6,4,111,84,57,55.5,,
2,6,4,82,90,94,41,,
2,6,4,93,99,100,46.5,,
2,6,4,67,93,110,33.5,,
2,6,4,70,85,96,35,,
2,6,4,81,80,78,40.5,,
2,6,4,110,84,58,55,,
2,6,4,116,74,36,58,,
2,6,4,124,75,31,62,,
2,6,4,131,93,51,65.5,,
2,6,4,102,80,58,51,,
2,6,4,103,99,91,51.5,,
2,6,4,74,87,96,37,,
2,6,4,64,65,65,32,,
2,6,4,113,91,66,56.5,,
2,6,4,87,73,60,43.5,,
2,6,4,131,75,25,65.5,,
2,6,4,85,60,41,42.5,,
2,6,4,75,66,57,37.5,,
2,6,4,62,64,65,31,,
2,6,4,54,83,106,27,,
2,6,4,94,95,92,47,,
2,6,4,105,81,57,52.5,,
2,6,4,90,82,72,45,,
2,6,4,76,80,82,38,,
2,6,4,119,102,81,59.5,,
2,6,4,124,113,97,62,,
2,6,4,120,109,94,60,,
2,6,4,122,104,82,61,,
2,6,4,86,80,72,43,,
2,6,4,123,97,67,61.5,,
2,6,4,124,82,42,62,,
2,6,4,106,90,71,53,,
2,6,4,117,106,92,58.5,,
2,6,4,128,115,98,64,,
2,6,4,127,108,85,63.5,,
2,6,4,127,120,108,63.5,,
2,7,5,110,131,140,55,,
2,7,5,106,130,142,53,,
2,6,5,101,124,135,50.5,,
2,7,5,112,129,136,56,,
2,7,4,148,135,117,74,,
2,6,4,131,117,99,65.5,,
2,6,4,117,110,99,58.5,,
2,6,4,90,105,113,45,,
2,6,4,94,107,112,47,,
2,6,4,121,115,105,60.5,,
3,7,5,126,131,129,42,,
3,6,5,124,117,104,41.33333333,,
3,7,5,135,134,126,45,,
2,7,5,136,143,142,68,,
2,7,5,134,139,136,67,,
2,7,5,118,139,148,59,,
2,7,5,113,138,149,56.5,,
3,6,5,121,122,117,40.33333333,,
2,6,4,125,125,119,62.5,,
2,7,5,120,137,143,60,,
2,7,5,113,138,149,56.5,,
2,7,5,131,150,156,65.5,,
3,7,4,154,156,149,51.33333333,,
2,7,5,139,143,140,69.5,,
3,7,4,156,139,117,52,,
3,7,4,152,140,122,50.66666667,,
3,7,5,148,146,138,49.33333333,,
3,7,5,145,142,134,48.33333333,,
3,7,5,160,150,135,53.33333333,,
3,7,5,160,153,139,53.33333333,,
2,7,5,144,145,139,72,,
3,7,4,145,135,120,48.33333333,,
3,7,5,152,145,132,50.66666667,,
3,7,5,127,142,146,42.33333333,,
3,7,5,136,138,134,45.33333333,,
3,7,5,152,152,145,50.66666667,,
3,7,5,159,148,131,53,,
3,7,5,143,140,131,47.66666667,,
3,7,5,137,144,142,45.66666667,,
3,7,5,129,135,134,43,,
3,7,5,143,137,124,47.66666667,,
3,7,4,155,147,132,51.66666667,,
3,7,4,158,137,108,52.66666667,,
3,7,5,138,138,131,46,,
3,7,5,145,142,133,48.33333333,,
2,7,4,142,141,132,71,,
2,7,4,161,135,99,80.5,,
2,6,4,113,102,88,56.5,,
2,6,4,76,64,53,38,,
2,6,4,94,88,79,47,,
2,6,4,90,84,77,45,,
2,6,4,100,82,63,50,,
2,6,4,108,78,50,54,,
2,6,4,93,94,91,46.5,,
2,6,4,65,87,104,32.5,,
2,6,4,52,79,102,26,,
2,6,4,62,78,92,31,,
2,6,4,79,93,101,39.5,,
2,6,4,90,93,92,45,,
2,6,4,85,101,110,42.5,,
2,6,4,107,99,87,53.5,,
2,6,4,105,87,68,52.5,,
2,6,4,132,102,67,66,,
2,6,4,108,86,62,54,,
2,6,4,84,92,96,42,,
2,6,4,71,81,88,35.5,,
2,6,4,65,88,105,32.5,,
2,6,4,106,99,89,53,,
2,6,4,71,73,73,35.5,,
2,6,4,87,69,53,43.5,,
2,6,4,81,67,55,40.5,,
2,6,4,79,68,58,39.5,,
2,6,4,68,68,68,34,,
2,6,4,78,92,101,39,,
2,6,4,102,103,100,51,,
2,6,4,110,95,77,55,,
2,6,4,101,99,92,50.5,,
2,6,4,80,78,74,40,,
2,6,4,91,89,85,45.5,,
2,6,4,111,108,101,55.5,,
2,6,4,115,120,119,57.5,,
2,6,4,106,101,93,53,,
2,6,4,92,77,61,46,,
2,6,4,132,110,82,66,,
3,6,4,144,99,46,48,,
2,6,4,123,109,90,61.5,,
2,6,4,125,116,104,62.5,,
2,6,4,126,105,80,63,,
2,6,4,123,118,109,61.5,,
2,7,4,146,133,114,73,,
2,7,4,141,123,100,70.5,,
2,6,4,103,112,115,51.5,,
2,6,5,115,114,109,57.5,,
2,6,4,128,122,112,64,,
2,6,4,127,117,103,63.5,,
3,6,4,139,113,81,46.33333333,,
2,6,4,139,117,89,69.5,,
2,6,4,100,120,129,50,,
2,7,4,127,127,122,63.5,,
2,6,5,122,124,121,61,,
