rI,gI,bI,rT,gT,bT,rM,gM,bM
2,6,4,106,92,76,53,,
2,6,4,111,87,61,55.5,,
2,6,4,133,112,84,66.5,,
2,6,4,126,120,109,63,,
2,6,4,123,111,93,61.5,,
2,6,4,131,97,58,65.5,,
2,7,4,134,122,105,67,,
2,6,4,110,101,90,55,,
2,6,4,115,114,109,57.5,,
2,6,5,108,114,114,54,,
2,6,4,100,99,96,50,,
2,6,5,109,126,133,54.5,,
2,7,4,119,128,129,59.5,,
2,7,4,126,123,116,63,,
2,6,4,113,117,115,56.5,,
2,6,5,85,121,140,42.5,,
2,7,5,112,137,148,56,,
2,7,4,109,131,141,54.5,,
2,6,4,97,119,130,48.5,,
2,6,4,96,114,123,48,,
2,6,4,89,93,94,44.5,,
2,6,4,95,113,123,47.5,,
2,6,5,95,123,136,47.5,,
2,6,4,110,120,123,55,,
2,6,4,124,122,114,62,,
2,6,4,116,117,112,58,,
3,7,4,147,126,97,49,,
3,6,4,135,123,106,45,,
2,6,4,124,120,112,62,,
2,6,4,111,118,119,55.5,,
2,6,4,110,109,103,55,,
2,7,5,110,132,141,55,,
2,7,5,107,132,142,53.5,,
2,6,5,98,125,138,49,,
2,7,5,133,137,133,66.5,,
2,7,5,114,140,151,57,,
2,7,4,118,127,127,59,,
2,6,4,109,118,120,54.5,,
2,6,4,60,67,72,30,,
2,6,4,100,94,86,50,,
2,6,4,58,92,117,29,,
2,6,4,65,94,114,32.5,,
2,6,4,81,94,102,40.5,,
2,6,4,69,98,116,34.5,,
2,6,4,61,77,89,30.5,,
2,6,4,87,79,70,43.5,,
2,6,4,79,72,65,39.5,,
2,6,4,71,64,58,35.5,,
2,6,4,63,65,66,31.5,,
2,6,4,59,74,86,29.5,,
2,6,4,60,66,70,30,,
2,6,4,102,77,55,51,,
2,6,4,90,77,64,45,,
2,6,4,79,68,58,39.5,,
2,6,4,57,86,109,28.5,,
2,6,4,60,80,96,30,,
2,6,4,79,84,86,39.5,,
2,6,4,112,104,94,56,,
2,6,4,102,79,57,51,,
2,6,4,80,82,80,40,,
2,6,4,89,83,77,44.5,,
3,6,4,121,108,90,40.33333333,,
2,6,4,118,93,66,59,,
2,6,4,80,86,88,40,,
2,6,4,76,79,78,38,,
2,6,4,135,104,65,67.5,,
2,6,4,114,103,87,57,,
2,6,4,109,98,84,54.5,,
2,6,4,81,94,101,40.5,,
2,6,4,126,96,62,63,,
2,6,4,129,111,87,64.5,,
2,6,4,134,109,78,67,,
2,6,4,129,109,84,64.5,,
2,6,4,134,109,78,67,,
3,6,4,148,116,74,49.33333333,,
2,6,4,122,109,92,61,,
2,6,4,105,112,114,52.5,,
2,6,4,134,118,96,67,,
2,6,4,142,106,60,71,,
2,6,4,135,109,77,67.5,,
2,6,4,138,105,63,69,,
2,6,4,122,105,84,61,,
2,6,4,106,101,92,53,,
2,6,4,83,82,79,41.5,,
2,6,4,124,91,55,62,,
2,6,4,128,112,91,64,,
2,6,4,117,102,83,58.5,,
2,6,4,118,105,87,59,,
3,6,4,132,111,85,44,,
2,6,4,127,117,103,63.5,,
2,6,4,134,113,87,67,,
2,6,4,124,83,42,62,,
2,6,4,145,100,46,72.5,,
2,6,4,136,120,99,68,,
2,6,4,129,101,68,64.5,,
2,6,4,130,116,96,65,,
2,6,4,125,100,70,62.5,,
2,6,4,101,101,97,50.5,,
2,6,4,123,110,93,61.5,,
2,7,4,132,132,125,66,,
2,6,4,105,111,112,52.5,,
2,6,4,107,108,105,53.5,,
2,6,4,102,123,132,51,,
2,6,4,111,115,114,55.5,,
2,6,5,107,120,126,53.5,,
2,6,5,99,123,134,49.5,,
2,7,5,111,134,144,55.5,,
2,6,5,114,126,130,57,,
2,7,4,108,129,138,54,,
2,6,5,69,125,153,34.5,,
2,6,5,103,120,127,51.5,,
2,6,5,80,109,126,40,,
2,7,5,118,137,144,59,,
2,7,5,114,138,148,57,,
2,6,4,103,125,135,51.5,,
2,7,4,133,129,120,66.5,,
3,7,4,151,133,107,50.33333333,,
2,6,4,124,114,100,62,,
2,6,4,111,113,111,55.5,,
2,6,4,100,112,116,50,,
2,6,4,113,123,125,56.5,,
2,7,5,131,138,138,65.5,,
3,7,5,125,141,145,41.66666667,,
2,7,5,95,133,150,47.5,,
2,7,5,123,142,148,61.5,,
2,7,5,109,143,157,54.5,,
2,7,4,87,134,155,43.5,,
2,7,4,113,132,140,56.5,,
2,6,4,76,86,93,38,,
2,6,4,65,65,64,32.5,,
2,6,4,64,71,76,32,,
2,6,4,78,87,92,39,,
2,5,4,61,65,67,30.5,,
2,6,4,68,77,83,34,,
2,6,4,67,68,68,33.5,,
2,6,4,60,72,81,30,,
2,6,4,78,86,89,39,,
2,6,4,91,87,79,45.5,,
2,6,4,77,72,66,38.5,,
2,6,4,65,62,60,32.5,,
2,6,4,69,71,72,34.5,,
2,6,4,103,90,74,51.5,,
2,6,4,88,83,76,44,,
2,6,4,86,75,65,43,,
2,6,4,65,71,76,32.5,,
2,6,4,81,75,68,40.5,,
2,6,4,79,72,66,39.5,,
2,6,4,107,80,55,53.5,,
2,6,4,119,72,31,59.5,,
2,5,4,69,52,39,34.5,,
2,6,4,99,84,68,49.5,,
2,6,4,91,100,103,45.5,,
2,6,4,93,95,93,46.5,,
2,6,4,71,85,95,35.5,,
2,6,4,92,94,93,46,,
2,6,4,97,78,60,48.5,,
2,6,4,77,69,62,38.5,,
2,6,4,74,85,92,37,,
2,6,4,84,79,73,42,,
2,6,4,116,94,70,58,,
2,6,4,115,113,106,57.5,,
2,6,4,132,113,89,66,,
3,6,4,151,114,64,50.33333333,,
2,6,4,125,113,98,62.5,,
2,6,4,125,102,75,62.5,,
2,6,4,104,102,97,52,,
2,6,4,103,99,92,51.5,,
2,6,4,137,106,67,68.5,,
2,6,4,111,83,56,55.5,,
2,6,4,85,68,53,42.5,,
2,6,4,110,83,57,55,,
2,6,4,129,97,60,64.5,,
2,6,4,89,70,54,44.5,,
2,6,4,89,78,66,44.5,,
2,6,4,99,83,66,49.5,,
3,6,4,125,88,50,41.66666667,,
2,6,4,130,106,76,65,,
2,6,4,113,106,95,56.5,,
2,6,4,111,99,84,55.5,,
2,6,4,129,114,95,64.5,,
2,6,4,133,112,84,66.5,,
2,6,4,136,92,44,68,,
3,6,4,144,102,51,48,,
3,6,4,147,109,59,49,,
2,7,4,147,124,93,73.5,,
2,7,4,128,120,107,64,,
2,6,4,114,111,103,57,,
2,6,4,118,89,60,59,,
2,6,4,120,99,75,60,,
3,6,4,149,118,76,49.66666667,,
2,6,4,130,107,79,65,,
2,7,5,113,126,131,56.5,,
2,6,4,116,122,122,58,,
2,6,4,121,115,104,60.5,,
2,7,5,125,131,130,62.5,,
2,7,5,130,129,123,65,,
2,6,4,122,121,116,61,,
2,6,4,120,109,95,60,,
2,7,4,121,136,140,60.5,,
2,7,5,87,132,154,43.5,,
2,6,5,101,121,130,50.5,,
2,6,5,90,118,133,45,,
2,7,5,114,132,140,57,,
2,7,5,123,144,151,61.5,,
2,7,4,124,128,126,62,,
2,7,5,106,130,141,53,,
2,7,4,139,139,132,69.5,,
2,7,4,137,134,125,68.5,,
3,7,4,134,128,116,44.66666667,,
2,7,4,128,127,119,64,,
2,7,4,128,135,133,64,,
2,7,5,107,135,147,53.5,,
2,7,5,119,132,136,59.5,,
2,6,5,102,126,137,51,,
2,7,5,107,133,144,53.5,,
2,7,5,99,133,148,49.5,,
2,7,5,118,142,151,59,,
2,7,4,122,121,115,61,,
2,6,4,58,72,85,29,,
2,6,4,52,62,71,26,,
2,6,4,88,84,77,44,,
2,6,4,96,89,80,48,,
2,6,4,64,87,104,32,,
2,6,4,54,92,120,27,,
2,5,4,55,59,63,27.5,,
2,6,4,66,69,71,33,,
2,6,4,73,69,64,36.5,,
2,6,4,70,77,81,35,,
2,6,4,80,79,75,40,,
2,6,4,82,75,68,41,,
2,6,4,83,89,92,41.5,,
2,6,4,98,92,84,49,,
2,6,4,93,101,104,46.5,,
2,6,4,95,75,55,47.5,,
2,6,4,93,84,74,46.5,,
2,6,4,113,85,57,56.5,,
2,6,4,114,86,59,57,,
2,6,4,104,87,70,52,,
2,6,4,107,88,68,53.5,,
2,6,4,79,77,74,39.5,,
2,6,4,79,78,74,39.5,,
2,6,4,64,88,105,32,,
2,6,4,80,99,110,40,,
2,6,4,91,100,103,45.5,,
2,6,4,82,88,89,41,,
2,6,4,89,89,86,44.5,,
2,6,4,76,95,107,38,,
2,6,4,83,82,78,41.5,,
2,6,4,126,101,71,63,,
2,6,4,121,109,91,60.5,,
2,6,4,111,106,97,55.5,,
2,6,4,117,117,112,58.5,,
2,7,4,146,126,101,73,,
2,6,4,135,103,64,67.5,,
2,6,4,100,96,90,50,,
2,6,4,88,92,93,44,,
2,6,4,110,89,68,55,,
2,6,4,123,84,46,61.5,,
2,6,4,146,111,65,73,,
2,6,4,85,67,53,42.5,,
2,5,4,66,59,53,33,,
2,6,4,83,84,82,41.5,,
2,6,4,84,77,69,42,,
2,6,4,67,81,91,33.5,,
2,6,4,78,81,81,39,,
2,6,4,123,99,71,61.5,,
2,6,4,118,111,99,59,,
2,6,4,111,120,122,55.5,,
2,6,4,115,125,128,57.5,,
2,6,4,114,103,88,57,,
2,6,4,123,123,116,61.5,,
2,6,4,125,124,118,62.5,,
2,6,4,105,88,69,52.5,,
2,6,4,109,104,95,54.5,,
2,6,4,124,110,91,62,,
2,6,4,113,109,101,56.5,,
2,6,4,120,112,99,60,,
2,6,4,102,86,68,51,,
2,6,4,126,103,75,63,,
2,7,4,126,127,121,63,,
3,6,4,128,120,108,42.66666667,,
2,6,4,118,121,118,59,,
2,6,4,118,118,113,59,,
2,6,5,116,120,119,58,,
2,6,5,121,123,119,60.5,,
2,6,4,130,123,112,65,,
3,7,4,156,136,109,52,,
2,6,4,132,118,99,66,,
2,7,4,137,135,127,68.5,,
2,7,5,108,126,134,54,,
2,6,4,107,112,111,53.5,,
2,6,4,100,99,95,50,,
2,6,4,130,120,105,65,,
2,7,4,131,126,116,65.5,,
2,6,4,121,115,104,60.5,,
2,6,4,106,120,125,53,,
2,7,4,110,125,130,55,,
2,7,4,132,137,135,66,,
3,7,4,144,132,115,48,,
3,7,4,150,125,91,50,,
2,7,4,138,132,120,69,,
2,7,4,131,136,133,65.5,,
2,6,5,118,124,123,59,,
2,7,5,119,136,142,59.5,,
3,6,5,106,125,133,35.33333333,,
2,6,4,114,120,120,57,,
3,7,4,144,139,127,48,,
2,7,4,127,131,127,63.5,,
2,6,4,77,72,66,38.5,,
2,6,4,73,76,78,36.5,,
2,6,4,57,91,115,28.5,,
2,6,4,69,71,72,34.5,,
2,6,4,67,91,107,33.5,,
2,6,4,68,90,106,34,,
2,6,4,74,91,103,37,,
2,6,4,62,79,92,31,,
2,6,4,60,89,111,30,,
2,6,4,69,91,107,34.5,,
2,6,4,77,101,114,38.5,,
2,6,4,84,88,87,42,,
2,6,4,82,75,67,41,,
2,6,4,95,90,83,47.5,,
2,6,4,85,83,79,42.5,,
2,6,4,108,88,67,54,,
2,6,4,92,84,75,46,,
2,6,4,83,81,77,41.5,,
2,6,4,102,98,91,51,,
2,6,4,90,101,106,45,,
2,6,4,68,83,93,34,,
2,6,4,56,86,109,28,,
2,6,4,73,70,67,36.5,,
2,6,4,71,63,55,35.5,,
2,6,4,74,87,96,37,,
2,6,4,97,87,74,48.5,,
2,6,4,110,91,71,55,,
2,6,4,111,93,72,55.5,,
2,6,4,84,94,99,42,,
2,6,4,89,96,98,44.5,,
2,6,4,121,115,104,60.5,,
2,6,4,107,94,78,53.5,,
2,6,4,103,115,120,51.5,,
2,6,4,97,102,101,48.5,,
2,6,4,109,101,90,54.5,,
2,6,4,107,87,67,53.5,,
2,6,4,85,83,80,42.5,,
2,6,4,76,86,93,38,,
2,6,4,92,77,62,46,,
2,6,4,100,94,85,50,,
2,6,4,128,110,87,64,,
2,6,4,120,87,53,60,,
2,6,4,136,89,41,68,,
2,6,4,125,103,76,62.5,,
2,6,4,120,108,91,60,,
2,6,4,86,102,111,43,,
2,6,4,91,103,108,45.5,,
2,6,4,96,104,107,48,,
2,7,4,109,125,131,54.5,,
2,6,4,115,121,121,57.5,,
2,6,4,102,120,128,51,,
2,6,4,82,98,108,41,,
2,7,4,123,130,130,61.5,,
2,7,4,111,127,133,55.5,,
2,6,5,103,121,129,51.5,,
2,6,4,100,109,112,50,,
2,6,4,120,116,107,60,,
2,6,4,132,123,108,66,,
2,6,4,125,111,91,62.5,,
2,6,4,119,98,73,59.5,,
2,7,4,134,124,110,67,,
2,6,4,127,124,116,63.5,,
2,7,4,125,128,125,62.5,,
2,6,4,129,121,109,64.5,,
2,6,4,108,112,111,54,,
2,6,4,130,125,115,65,,
2,6,5,111,127,133,55.5,,
2,6,4,113,114,110,56.5,,
3,7,4,141,128,110,47,,
3,7,4,143,129,110,47.66666667,,
2,7,4,141,132,118,70.5,,
2,6,4,124,118,107,62,,
2,6,5,112,119,120,56,,
2,6,4,127,110,90,63.5,,
2,6,4,125,106,83,62.5,,
3,7,4,142,130,113,47.33333333,,
2,7,4,140,128,110,70,,
2,6,4,118,107,91,59,,
2,7,4,117,125,125,58.5,,
2,7,4,123,128,126,61.5,,
3,6,4,150,121,83,50,,
3,7,4,156,136,107,52,,
2,6,4,130,122,110,65,,
2,7,4,134,125,110,67,,
2,7,4,141,131,115,70.5,,
3,7,4,142,130,113,47.33333333,,
3,6,4,134,114,87,44.66666667,,
2,6,4,129,116,97,64.5,,
2,6,4,126,118,106,63,,
2,6,5,117,116,110,58.5,,
2,6,4,76,61,49,38,,
2,6,4,72,73,72,36,,
2,6,4,60,80,96,30,,
2,6,4,64,81,95,32,,
2,5,4,59,65,69,29.5,,
2,6,4,95,104,108,47.5,,
2,6,5,53,100,131,26.5,,
2,6,4,51,83,108,25.5,,
2,6,4,47,80,108,23.5,,
2,6,4,69,73,76,34.5,,
2,6,4,80,99,110,40,,
2,6,4,55,78,97,27.5,,
2,6,4,72,77,79,36,,
2,6,4,73,68,64,36.5,,
2,6,4,105,79,54,52.5,,
2,6,4,92,89,84,46,,
2,6,4,83,85,84,41.5,,
2,5,4,70,57,46,35,,
2,6,4,65,73,80,32.5,,
2,6,4,74,86,94,37,,
2,6,4,90,87,81,45,,
2,6,4,69,104,125,34.5,,
2,6,4,76,79,78,38,,
2,5,4,69,59,51,34.5,,
2,6,4,75,81,85,37.5,,
2,6,4,79,72,66,39.5,,
2,6,4,68,65,62,34,,
2,6,4,65,89,106,32.5,,
2,6,4,62,86,104,31,,
2,6,4,58,79,95,29,,
2,6,4,122,99,72,61,,
2,6,4,119,99,75,59.5,,
2,6,4,99,107,109,49.5,,
2,6,4,99,113,119,49.5,,
2,6,4,88,85,80,44,,
2,6,4,94,90,84,47,,
2,6,4,120,104,83,60,,
2,6,4,103,89,74,51.5,,
2,6,4,128,81,37,64,,
2,6,4,132,95,54,66,,
2,6,4,87,87,83,43.5,,
2,6,4,84,87,87,42,,
2,6,4,102,102,99,51,,
2,6,4,117,109,97,58.5,,
2,6,4,113,97,77,56.5,,
2,6,4,92,89,84,46,,
2,6,4,75,120,143,37.5,,
2,6,5,98,121,133,49,,
2,6,5,117,128,131,58.5,,
2,7,5,120,142,150,60,,
2,7,5,127,145,151,63.5,,
2,7,5,109,138,151,54.5,,
2,7,5,132,145,148,66,,
2,7,5,121,134,137,60.5,,
2,6,5,96,124,138,48,,
2,6,4,114,105,93,57,,
3,7,4,140,126,106,46.66666667,,
3,7,4,153,131,102,51,,
2,7,4,134,125,110,67,,
2,6,4,127,99,64,63.5,,
2,6,4,112,103,89,56,,
2,6,4,132,119,102,66,,
2,7,5,102,133,147,51,,
2,7,5,102,134,149,51,,
2,7,4,100,127,140,50,,
2,7,4,116,128,131,58,,
2,7,5,109,128,136,54.5,,
2,7,4,125,128,125,62.5,,
2,6,4,104,114,118,52,,
2,7,4,136,128,115,68,,
3,7,4,149,143,130,49.66666667,,
2,7,4,138,132,120,69,,
2,6,4,124,122,114,62,,
2,7,4,138,134,124,69,,
2,7,4,139,124,104,69.5,,
3,6,4,137,121,100,45.66666667,,
2,7,4,140,132,118,70,,
2,6,4,125,122,114,62.5,,
2,7,4,118,127,129,59,,
2,7,4,121,140,146,60.5,,
3,7,4,144,133,116,48,,
2,7,4,137,136,129,68.5,,
2,6,4,114,122,122,57,,
3,6,5,122,109,92,40.66666667,,
3,6,4,138,120,97,46,,
3,7,4,147,140,126,49,,
3,7,4,152,136,114,50.66666667,,
3,7,4,150,138,120,50,,
2,7,4,127,125,118,63.5,,
2,6,4,122,118,108,61,,
2,6,4,103,75,49,51.5,,
2,5,4,64,62,59,32,,
2,6,4,85,87,86,42.5,,
2,6,4,90,84,77,45,,
2,6,4,90,101,106,45,,
2,6,4,79,96,106,39.5,,
2,6,4,65,88,105,32.5,,
2,6,4,56,75,92,28,,
2,6,4,71,64,56,35.5,,
2,6,4,97,102,102,48.5,,
2,6,4,67,97,116,33.5,,
2,6,4,54,69,82,27,,
2,6,4,56,64,71,28,,
2,6,4,66,78,88,33,,
2,6,4,81,81,78,40.5,,
2,6,4,70,67,65,35,,
2,5,4,52,49,47,26,,
2,6,4,66,63,60,33,,
2,6,4,53,70,86,26.5,,
2,6,4,69,80,88,34.5,,
2,6,4,78,97,108,39,,
2,6,4,101,93,83,50.5,,
2,6,4,71,67,63,35.5,,
2,6,4,80,68,57,40,,
2,6,4,88,82,73,44,,
2,6,4,94,79,63,47,,
2,6,4,104,91,76,52,,
2,6,4,93,78,62,46.5,,
2,6,4,72,78,81,36,,
2,6,4,88,90,88,44,,
2,6,4,111,88,64,55.5,,
2,6,4,106,86,65,53,,
2,6,4,113,100,83,56.5,,
2,6,4,96,97,95,48,,
2,6,4,98,95,88,49,,
2,6,4,75,82,86,37.5,,
2,6,4,93,70,51,46.5,,
2,6,4,82,68,56,41,,
2,6,4,122,86,51,61,,
2,6,4,123,88,52,61.5,,
2,6,4,96,64,39,48,,
2,6,4,112,87,61,56,,
2,6,4,112,81,52,56,,
2,6,4,107,88,67,53.5,,
2,6,4,97,88,77,48.5,,
2,6,4,76,86,91,38,,
2,6,5,84,124,145,42,,
2,7,5,91,131,150,45.5,,
2,7,5,107,144,160,53.5,,
2,7,5,132,153,159,66,,
2,7,5,128,155,164,64,,
2,7,5,120,150,161,60,,
2,7,5,112,132,141,56,,
2,7,5,122,132,133,61,,
2,6,4,91,108,117,45.5,,
2,6,4,111,110,105,55.5,,
2,6,4,109,100,88,54.5,,
2,6,4,123,115,102,61.5,,
2,6,4,104,100,93,52,,
2,6,4,134,116,92,67,,
2,6,4,126,105,79,63,,
3,6,4,141,108,67,47,,
2,6,5,88,114,128,44,,
2,6,5,78,112,131,39,,
2,7,4,118,127,129,59,,
2,6,5,101,121,131,50.5,,
2,6,5,95,123,138,47.5,,
2,6,4,115,111,103,57.5,,
2,6,4,109,119,123,54.5,,
2,7,4,141,129,111,70.5,,
2,7,4,131,124,113,65.5,,
2,7,4,145,130,110,72.5,,
2,7,4,135,127,115,67.5,,
2,7,4,146,140,129,73,,
2,7,4,134,133,127,67,,
3,7,4,145,130,109,48.33333333,,
3,7,4,142,132,116,47.33333333,,
3,7,5,139,137,129,46.33333333,,
2,7,4,124,130,130,62,,
2,7,4,132,139,137,66,,
2,7,4,141,139,131,70.5,,
3,7,4,142,137,125,47.33333333,,
3,7,4,149,142,128,49.66666667,,
3,7,5,139,135,125,46.33333333,,
3,7,4,148,134,114,49.33333333,,
3,7,4,152,139,119,50.66666667,,
2,7,4,140,138,130,70,,
2,7,4,141,137,128,70.5,,
2,7,4,125,129,126,62.5,,
3,6,4,135,125,110,45,,
2,6,4,59,82,99,29.5,,
2,6,4,75,68,62,37.5,,
2,6,4,80,75,68,40,,
2,6,4,84,82,78,42,,
2,6,4,76,102,118,38,,
2,6,4,59,99,125,29.5,,
2,6,4,60,85,104,30,,
2,6,4,73,75,75,36.5,,
2,6,4,72,64,56,36,,
2,6,4,99,83,66,49.5,,
2,6,4,105,110,109,52.5,,
2,6,4,82,72,63,41,,
2,6,4,79,66,55,39.5,,
2,6,4,92,77,61,46,,
2,6,4,75,84,90,37.5,,
2,6,4,55,67,78,27.5,,
2,6,4,63,93,115,31.5,,
2,6,4,68,71,72,34,,
2,6,4,85,91,94,42.5,,
2,6,4,63,76,87,31.5,,
2,6,4,64,80,91,32,,
2,6,4,83,85,84,41.5,,
2,6,4,104,82,60,52,,
2,6,4,123,78,37,61.5,,
2,6,4,92,86,77,46,,
2,6,4,87,91,91,43.5,,
2,6,4,106,101,92,53,,
2,6,4,123,100,72,61.5,,
2,6,4,90,80,68,45,,
2,6,4,72,84,92,36,,
2,6,4,84,83,81,42,,
2,6,4,80,68,57,40,,
2,6,4,96,96,93,48,,
2,6,4,101,92,80,50.5,,
2,6,4,71,82,88,35.5,,
2,6,4,64,80,93,32,,
2,6,4,94,71,52,47,,
2,6,4,105,97,87,52.5,,
2,6,4,120,94,66,60,,
2,6,4,120,78,39,60,,
2,6,4,126,74,28,63,,
2,6,4,104,76,50,52,,
2,6,4,119,98,72,59.5,,
2,6,4,111,90,68,55.5,,
2,6,4,98,88,76,49,,
2,6,4,97,115,123,48.5,,
2,6,4,72,105,125,36,,
2,7,5,80,130,154,40,,
2,7,5,97,144,164,48.5,,
2,7,5,135,157,163,67.5,,
2,7,5,123,155,166,61.5,,
2,7,5,132,155,163,66,,
2,7,5,129,143,146,64.5,,
2,7,5,111,136,147,55.5,,
2,6,4,123,122,116,61.5,,
2,6,4,113,104,91,56.5,,
2,6,4,138,106,64,69,,
3,6,4,155,123,78,51.66666667,,
2,6,4,151,117,72,75.5,,
2,7,4,126,134,134,63,,
2,6,5,113,126,129,56.5,,
2,6,5,120,124,122,60,,
2,6,5,102,126,137,51,,
2,7,5,114,127,132,57,,
2,7,4,120,130,132,60,,
2,6,4,102,119,127,51,,
2,6,4,104,120,127,52,,
2,7,4,137,133,123,68.5,,
2,7,4,138,136,127,69,,
3,7,4,146,129,106,48.66666667,,
3,6,4,121,107,88,40.33333333,,
2,6,4,114,111,103,57,,
2,7,4,138,135,126,69,,
2,7,4,138,133,122,69,,
3,7,4,142,127,106,47.33333333,,
3,7,4,137,127,112,45.66666667,,
3,6,5,126,121,112,42,,
3,7,5,133,128,118,44.33333333,,
3,6,4,127,114,96,42.33333333,,
2,7,4,135,130,119,67.5,,
3,7,4,155,147,132,51.66666667,,
3,7,4,138,134,124,46,,
3,7,5,153,148,137,51,,
3,7,5,139,139,132,46.33333333,,
3,7,5,148,141,128,49.33333333,,
3,7,5,139,137,129,46.33333333,,
2,7,4,133,135,130,66.5,,
2,6,5,112,128,134,56,,
2,6,5,121,123,120,60.5,,
3,7,4,142,129,111,47.33333333,,
2,6,4,87,88,86,43.5,,
2,6,4,109,95,79,54.5,,
2,6,4,88,81,73,44,,
2,6,4,92,89,84,46,,
2,6,4,78,111,130,39,,
2,6,4,74,104,121,37,,
2,6,4,61,100,125,30.5,,
2,6,4,81,84,84,40.5,,
2,6,4,78,84,88,39,,
2,6,4,133,102,64,66.5,,
2,6,4,116,110,99,58,,
2,6,4,89,94,94,44.5,,
2,6,4,98,83,67,49,,
2,6,4,98,88,76,49,,
2,6,4,67,65,63,33.5,,
2,6,4,70,70,69,35,,
2,6,4,98,88,75,49,,
2,6,4,85,94,99,42.5,,
2,6,4,93,76,59,46.5,,
2,6,4,108,84,60,54,,
2,6,4,98,97,93,49,,
2,6,4,112,92,70,56,,
2,6,4,79,81,81,39.5,,
2,6,4,114,92,68,57,,
2,6,4,100,80,61,50,,
2,6,4,90,93,92,45,,
2,6,4,107,102,93,53.5,,
2,6,4,101,78,56,50.5,,
2,6,4,80,68,56,40,,
2,6,4,96,101,102,48,,
2,6,4,95,100,100,47.5,,
2,6,4,81,81,79,40.5,,
2,6,4,82,87,88,41,,
2,6,4,104,110,110,52,,
2,6,4,92,97,97,46,,
2,6,4,79,68,57,39.5,,
2,6,4,74,64,56,37,,
2,6,4,104,95,83,52,,
2,6,4,120,85,51,60,,
2,6,4,75,66,57,37.5,,
2,6,4,80,75,70,40,,
2,6,4,77,67,57,38.5,,
2,6,4,96,85,73,48,,
2,6,4,124,112,96,62,,
2,6,4,124,116,103,62,,
2,6,4,103,112,115,51.5,,
2,6,4,101,113,117,50.5,,
2,6,4,70,98,116,35,,
2,6,4,107,119,124,53.5,,
2,7,4,128,142,146,64,,
2,7,4,134,145,147,67,,
2,7,5,125,145,152,62.5,,
2,7,5,136,144,143,68,,
3,7,4,145,134,119,48.33333333,,
2,6,4,129,125,116,64.5,,
3,6,4,139,114,81,46.33333333,,
3,6,4,141,111,73,47,,
3,7,4,161,138,105,53.66666667,,
2,7,4,149,131,108,74.5,,
2,7,4,117,129,131,58.5,,
2,7,4,133,128,118,66.5,,
2,7,4,136,136,130,68,,
3,7,5,138,129,115,46,,
3,6,5,129,116,99,43,,
3,7,4,140,128,112,46.66666667,,
2,7,4,128,126,119,64,,
2,6,4,127,120,108,63.5,,
2,7,4,126,133,132,63,,
2,7,5,133,140,139,66.5,,
3,7,5,130,130,123,43.33333333,,
3,6,5,122,119,112,40.66666667,,
2,6,5,122,121,115,61,,
2,7,4,135,135,129,67.5,,
2,7,4,140,137,127,70,,
3,7,4,146,126,99,48.66666667,,
3,6,5,126,124,117,42,,
3,7,5,132,129,121,44,,
2,7,5,118,138,145,59,,
3,6,4,126,121,111,42,,
2,7,4,138,134,124,69,,
2,7,4,147,143,133,73.5,,
2,7,4,145,142,133,72.5,,
3,7,5,142,140,131,47.33333333,,
2,7,5,119,135,140,59.5,,
2,6,5,121,126,123,60.5,,
2,7,4,141,134,122,70.5,,
2,7,5,129,135,133,64.5,,
2,6,5,111,125,129,55.5,,
2,7,5,122,133,135,61,,
3,7,4,149,135,115,49.66666667,,
2,6,4,66,76,83,33,,
2,6,4,94,93,90,47,,
2,6,4,82,83,81,41,,
2,6,4,81,69,59,40.5,,
2,6,4,87,93,96,43.5,,
2,6,4,72,91,103,36,,
2,6,4,63,74,82,31.5,,
2,6,4,71,72,71,35.5,,
2,6,4,92,82,72,46,,
2,6,4,82,83,82,41,,
2,6,4,100,107,109,50,,
2,6,4,99,97,92,49.5,,
2,6,4,108,116,117,54,,
2,6,4,102,91,80,51,,
2,6,4,76,77,76,38,,
2,6,4,84,72,61,42,,
2,6,4,84,83,80,42,,
2,6,4,111,83,56,55.5,,
2,6,4,84,79,74,42,,
2,6,4,79,70,62,39.5,,
2,6,4,99,83,67,49.5,,
2,6,4,90,83,75,45,,
2,6,4,92,75,59,46,,
2,6,4,106,98,87,53,,
2,6,4,76,89,98,38,,
2,6,4,77,72,67,38.5,,
2,6,4,75,67,60,37.5,,
2,6,4,95,84,71,47.5,,
2,6,4,82,72,63,41,,
2,6,4,115,112,104,57.5,,
2,6,4,96,118,129,48,,
2,6,4,112,104,93,56,,
2,6,4,74,85,93,37,,
2,6,4,60,84,103,30,,
2,6,4,56,82,102,28,,
2,6,4,75,85,91,37.5,,
2,6,4,105,80,57,52.5,,
2,5,4,76,58,44,38,,
2,6,4,81,71,63,40.5,,
2,5,4,63,61,58,31.5,,
2,6,4,66,88,104,33,,
2,6,4,77,94,105,38.5,,
2,6,4,78,95,105,39,,
2,6,4,112,106,98,56,,
2,6,4,117,115,107,58.5,,
2,6,4,119,112,101,59.5,,
2,6,4,108,109,106,54,,
2,6,4,100,91,80,50,,
2,6,4,125,113,95,62.5,,
2,6,4,113,123,125,56.5,,
2,6,4,120,123,119,60,,
2,7,4,121,124,121,60.5,,
2,7,4,130,136,134,65,,
2,7,4,148,129,103,74,,
3,6,4,141,114,80,47,,
3,6,4,132,113,88,44,,
3,6,4,136,122,104,45.33333333,,
2,7,4,139,123,102,69.5,,
