,gM,rbM,rI,gI,bI
4023,8,24,2,6,3
4024,18,36,2,7,5
4025,18,37,2,7,5
4026,20,39,3,9,6
4027,18,25,2,6,5
4028,19,41,3,10,7
4029,15,22,2,6,5
4030,20,31,1,5,4
4031,22,37,3,6,5
4032,13,21,2,6,5
4033,11,26,7,20,11
4034,11,23,8,21,12
4035,12,26,7,19,11
4036,6,17,10,37,19
4037,6,17,10,36,20
4038,7,20,8,34,19
4039,8,23,7,30,17
4040,13,17,2,6,5
4041,13,26,8,17,9
4042,7,21,9,30,13
4043,6,18,10,40,18
4044,5,16,10,44,23
4045,5,18,9,43,21
4046,6,21,8,36,18
4047,8,30,2,6,3
4048,16,29,7,13,7
4049,11,26,8,21,9
4050,8,22,9,28,12
4051,7,19,10,31,15
4052,7,20,9,32,15
4053,7,20,9,31,15
4054,9,22,8,26,14
4055,15,43,1,6,3
4056,16,31,7,13,6
4057,15,28,8,14,7
4058,14,28,8,16,7
4059,13,17,2,5,5
4060,20,31,7,10,5
4061,22,26,2,6,5
4062,24,29,5,7,4
4063,21,46,2,8,6
4064,18,39,2,7,5
4065,19,43,3,10,6
4066,24,36,3,7,6
4067,14,23,2,5,5
4068,9,14,1,5,4
4069,21,40,3,8,5
4070,18,41,3,12,10
4071,12,16,2,5,5
4072,13,18,2,5,5
4073,14,24,2,6,5
4074,17,30,2,6,5
4075,12,22,2,6,5
4076,14,23,2,6,5
4077,14,19,2,6,5
4078,23,39,2,7,5
4079,18,33,1,6,4
4080,18,21,2,6,5
4081,14,18,2,6,5
4082,12,18,2,5,5
4083,15,28,2,6,5
4084,8,33,1,6,3
4085,17,35,3,7,4
4086,13,20,2,6,5
4087,18,33,3,7,5
4088,20,33,5,9,6
4089,21,32,4,7,5
4090,20,30,6,10,7
4091,16,29,2,5,3
4092,11,24,7,21,13
4093,9,21,8,24,15
4094,10,23,7,23,15
4095,10,24,7,22,14
4096,23,43,2,7,6
4097,7,21,8,33,18
4098,6,19,9,37,20
4099,6,20,8,36,19
4100,7,23,7,32,17
4101,11,26,7,21,11
4102,6,19,9,37,18
4103,9,24,8,24,11
4104,12,20,2,6,4
4105,19,36,5,10,5
4106,18,32,6,11,6
4107,17,31,6,12,7
4108,15,31,2,6,5
4109,18,38,2,7,5
4110,21,30,5,8,5
4111,21,33,5,9,6
4112,11,20,2,6,5
4113,11,16,2,5,5
4114,13,20,2,5,5
4115,17,25,2,6,4
4116,13,21,2,5,5
4117,9,25,7,25,13
4118,9,28,6,26,12
4119,14,44,3,15,10
4120,15,26,2,6,5
4121,8,25,7,29,13
4122,12,27,7,19,10
4123,11,27,7,20,10
4124,11,30,6,20,10
4125,16,27,2,6,5
4126,20,36,5,10,5
4127,17,33,6,12,6
4128,21,25,4,6,4
4129,23,33,5,8,4
4130,23,31,5,8,5
4131,12,17,2,5,5
4132,9,28,2,6,4
4133,10,32,2,6,3
4134,13,22,3,5,4
4135,20,37,2,5,3
4136,19,46,3,9,5
4137,13,23,2,6,5
4138,15,25,2,6,5
4139,18,35,2,6,5
4140,16,30,2,6,5
4141,12,25,2,6,5
4142,23,41,3,8,7
4143,14,36,2,5,4
4144,17,35,4,12,9
4145,15,34,4,15,11
4146,7,28,5,31,20
4147,14,27,8,15,8
4148,24,31,6,8,5
4149,13,24,3,5,4
4150,9,20,9,25,15
4151,8,18,10,27,16
4152,8,19,10,27,14
4153,9,21,9,25,13
4154,20,28,7,10,6
4155,21,29,7,10,6
4156,8,20,9,29,14
4157,6,16,11,40,20
4158,5,15,12,46,22
4159,5,15,12,47,22
4160,6,18,10,35,18
4161,15,24,3,6,5
4162,17,26,9,13,7
4163,15,24,10,15,8
4164,14,24,10,16,8
4165,15,24,9,14,8
4166,18,27,8,12,7
4167,24,29,4,7,4
4168,9,21,10,26,11
4169,5,16,12,41,18
4170,5,15,12,44,20
4171,5,15,12,48,21
4172,6,17,11,39,18
4173,9,23,8,25,13
4174,21,30,7,10,6
4175,13,25,9,17,8
4176,10,19,12,23,11
4177,9,16,13,26,14
4178,8,16,13,28,14
4179,10,18,12,23,12
4180,10,22,10,22,10
4181,8,20,11,27,12
4182,8,18,11,28,14
4183,9,20,10,26,13
4184,12,24,8,19,11
4185,19,41,3,8,5
4186,15,27,8,14,7
4187,8,19,11,27,12
4188,6,15,14,40,17
4189,5,13,15,44,21
4190,6,16,12,35,17
4191,11,21,10,20,11
4192,20,28,7,10,5
4193,18,30,8,12,5
4194,17,27,9,13,6
4195,15,26,9,14,7
4196,21,35,4,7,4
4197,24,31,4,7,4
4198,14,27,9,16,7
4199,7,19,12,32,12
4200,5,14,14,48,20
4201,9,19,11,26,13
4202,22,30,6,9,4
4203,22,25,7,9,5
4204,22,28,7,9,5
4205,11,22,11,20,9
4206,7,16,14,34,13
4207,5,13,17,43,17
4208,5,15,14,41,17
4209,10,19,11,23,12
4210,24,26,5,7,4
4211,19,25,9,11,6
4212,15,24,11,15,7
4213,11,20,13,21,9
4214,9,18,15,25,10
4215,9,17,16,26,11
4216,8,18,15,28,10
4217,9,21,12,24,9
4218,12,24,10,18,8
4219,17,40,2,7,4
4220,24,24,7,8,5
4221,21,26,8,10,5
4222,20,25,10,11,5
4223,18,22,12,12,6
4224,17,22,12,13,6
4225,16,24,11,14,6
4226,17,25,10,13,6
4227,21,30,7,10,5
4228,24,26,6,8,4
4229,24,32,4,7,4
4230,18,29,3,5,4
4231,24,27,5,7,4
4232,24,23,8,9,5
4233,23,25,8,9,5
4234,24,30,6,8,4
4235,6,20,2,5,3
4236,15,21,2,6,5
4237,24,27,5,7,5
4238,24,26,6,8,5
4239,24,25,6,8,5
4240,24,27,6,8,4
4241,8,22,2,5,4
4242,21,28,4,6,4
4243,14,26,2,6,5
4244,18,35,1,6,4
4245,14,28,2,6,5
4246,15,33,2,6,3
4247,16,34,2,6,5
4248,20,44,3,9,5
4249,20,39,3,8,5
4250,17,37,2,7,4
4251,10,14,2,5,5
4252,16,28,1,5,3
4253,20,25,2,5,4
4254,23,28,2,6,5
4255,12,37,4,18,10
4256,15,19,2,6,5
4257,18,46,3,12,7
4258,16,25,3,6,5
4259,14,25,3,6,4
4260,20,39,4,8,4
4261,23,44,1,5,4
4262,13,25,2,6,5
4263,11,36,4,21,12
4264,13,24,2,6,5
4265,24,28,2,6,5
4266,18,40,1,5,3
4267,9,31,5,25,13
4268,20,43,4,10,5
4269,15,30,2,6,5
4270,17,26,3,6,5
4271,11,21,3,6,4
4272,18,24,2,6,5
4273,18,38,2,6,5
4274,12,20,2,6,5
4275,15,30,1,5,3
4276,23,40,3,6,3
4277,23,43,3,6,3
4278,18,23,2,6,5
4279,19,44,2,5,3
4280,19,34,3,6,3
4281,19,31,2,7,5
4282,16,33,2,6,5
4283,15,44,4,14,6
4284,19,45,4,11,5
4285,17,32,3,6,3
4286,16,45,2,7,4
4287,22,24,2,5,4
4288,18,39,2,6,5
4289,15,29,2,6,5
4290,15,40,4,15,8
4291,13,35,5,16,8
4292,14,43,4,15,7
4293,14,30,2,6,5
4294,18,44,2,7,5
4295,12,21,3,5,4
4296,12,16,1,4,4
4297,20,45,3,8,4
4298,22,37,1,5,4
4299,22,32,5,9,7
4300,22,35,4,9,8
4301,23,35,4,8,7
4302,23,41,1,5,4
4303,18,27,6,12,10
4304,14,26,6,15,12
4305,12,25,6,18,15
4306,9,22,7,24,19
4307,9,19,8,26,22
4308,8,19,8,27,22
4309,9,21,7,26,22
4310,9,21,7,24,20
4311,7,19,8,32,24
4312,5,16,9,49,37
4313,5,17,8,43,33
4314,7,23,6,31,25
4315,12,28,5,18,15
4316,6,21,7,37,25
4317,8,21,8,27,15
4318,6,16,10,35,23
4319,6,16,10,40,27
4320,5,15,10,44,31
4321,5,16,9,43,32
4322,6,18,8,39,29
4323,12,23,8,19,12
4324,12,22,8,19,13
4325,12,24,7,19,13
4326,15,31,5,15,11
4327,19,45,3,8,4
4328,18,32,3,7,5
4329,19,40,3,11,9
4330,17,45,3,13,8
4331,19,42,3,8,5
4332,12,24,2,6,5
4333,12,30,2,5,4
4334,23,29,2,5,4
4335,19,40,3,8,5
4336,19,42,2,6,3
4337,19,45,3,9,5
4338,19,32,3,6,5
4339,20,40,3,8,6
4340,23,42,2,7,6
4341,19,46,3,8,4
4342,20,36,4,9,6
4343,19,38,4,10,6
4344,17,28,3,6,5
4345,18,32,2,7,5
4346,20,24,2,6,5
4347,16,19,2,6,5
4348,12,27,2,6,5
4349,19,34,5,10,6
4350,15,20,2,6,5
4351,5,23,1,5,3
4352,18,33,5,11,7
4353,18,45,2,7,5
4354,11,37,2,6,3
4355,16,43,2,7,4
4356,19,39,2,7,4
4357,14,27,7,16,9
4358,9,24,7,25,13
4359,7,22,8,30,15
4360,8,21,8,30,16
4361,7,23,7,30,17
4362,8,23,7,27,16
4363,6,20,8,35,19
4364,6,23,7,35,18
4365,8,24,7,27,14
4366,19,30,2,7,5
4367,14,24,8,16,10
4368,14,26,7,15,10
4369,9,22,8,25,14
4370,12,24,8,18,10
4371,13,25,8,17,10
4372,12,23,2,6,5
4373,14,28,7,15,8
4374,12,22,9,18,11
4375,12,23,9,18,10
4376,12,23,9,19,10
4377,13,25,8,17,9
4378,11,22,9,20,11
4379,17,36,5,12,7
4380,13,22,2,5,5
4381,23,32,4,7,5
4382,23,33,4,7,5
4383,11,20,10,20,12
4384,11,20,10,21,12
4385,11,21,9,20,12
4386,23,28,4,6,5
4387,12,21,10,18,10
4388,11,21,10,21,11
4389,9,19,11,24,13
4390,10,19,11,23,13
4391,11,21,9,21,12
4392,12,25,8,19,10
4393,21,30,2,6,4
4394,12,21,10,19,11
4395,10,18,11,22,13
4396,9,19,11,25,13
4397,9,18,11,24,14
4398,9,18,11,25,14
4399,10,20,10,23,13
4400,21,25,2,6,5
4401,13,16,2,4,4
4402,10,19,11,22,12
4403,10,17,12,23,14
4404,9,17,12,25,14
4405,9,17,12,26,15
4406,9,16,13,26,15
4407,9,17,12,26,14
4408,8,16,13,27,15
4409,8,15,14,28,15
4410,8,15,14,29,16
4411,8,16,13,28,15
4412,8,17,12,27,15
4413,8,35,1,6,3
4414,9,18,12,24,13
4415,7,14,14,30,17
4416,7,14,14,31,17
4417,7,15,13,30,16
4418,8,17,12,28,15
4419,9,18,11,26,15
4420,17,37,2,6,3
4421,7,15,14,30,16
4422,7,14,15,32,18
4423,7,14,15,33,18
4424,7,14,15,34,18
4425,7,14,14,32,17
4426,8,15,13,29,16
4427,20,37,3,8,6
4428,10,19,11,22,13
4429,8,16,13,27,14
4430,6,13,16,36,19
4431,6,13,16,37,20
4432,6,13,15,36,19
4433,6,13,15,35,19
4434,7,14,14,33,18
4435,8,15,13,29,17
4436,7,21,2,5,4
4437,9,18,12,25,13
4438,6,13,16,38,20
4439,6,13,15,37,19
4440,7,14,14,34,18
4441,7,15,13,30,17
4442,10,18,11,23,13
4443,20,39,3,8,6
4444,6,14,15,35,18
4445,6,13,16,35,18
4446,7,14,14,33,17
4447,20,43,2,6,5
4448,7,14,15,32,17
4449,7,14,15,33,17
4450,7,13,16,33,18
4451,7,14,15,31,18
4452,8,17,12,29,15
4453,7,14,15,31,17
4454,7,14,15,30,16
4455,11,19,11,21,12
4456,14,29,6,15,9
4457,19,37,2,7,4
4458,18,27,3,6,5
4459,9,13,2,5,5
4460,15,34,6,14,6
4461,18,40,1,6,4
4462,7,22,8,31,14
4463,7,22,8,32,14
4464,20,36,5,9,4
4465,15,42,1,6,3
4466,22,39,4,8,4
4467,22,30,5,8,4
4468,20,43,2,8,6
4469,23,34,3,7,6
4470,22,27,5,8,4
4471,11,20,3,5,4
4472,19,24,4,6,4
4473,9,29,6,25,11
4474,21,43,3,8,6
4475,20,27,4,7,4
4476,21,34,2,7,5
4477,18,35,3,7,4
4478,18,33,2,7,5
4479,10,34,1,6,3
4480,23,44,3,7,4
4481,24,37,5,8,5
4482,22,38,5,9,5
4483,14,27,7,16,10
4484,16,30,6,14,9
4485,8,20,9,29,15
4486,7,18,10,33,17
4487,7,20,9,34,17
4488,14,36,6,15,6
4489,10,25,8,23,10
4490,7,19,10,34,14
4491,5,17,11,41,18
4492,5,16,11,41,19
4493,7,20,9,34,15
4494,19,28,3,6,5
4495,11,24,9,21,9
4496,20,30,3,5,3
4497,23,36,3,6,3
4498,24,37,5,8,4
4499,21,32,7,10,5
4500,13,40,2,6,3
4501,24,32,6,8,4
4502,17,46,1,6,4
4503,24,36,2,7,6
4504,23,37,2,7,6
4505,19,29,3,6,5
4506,15,21,2,5,5
4507,19,32,3,7,5
4508,24,43,2,7,6
4509,10,31,6,22,9
4510,10,30,6,23,10
4511,11,34,5,20,9
4512,22,34,3,7,6
4513,22,40,2,7,6
4514,15,35,6,14,6
4515,21,38,5,9,4
4516,21,37,5,9,4
4517,23,30,2,6,5
4518,16,31,3,6,3
4519,18,36,3,7,5
4520,9,21,8,26,16
4521,6,18,9,39,21
4522,6,18,9,39,22
4523,15,24,3,5,4
4524,8,22,8,27,14
4525,7,21,8,31,16
4526,22,37,3,7,6
4527,18,32,5,11,8
4528,16,25,3,5,4
4529,12,26,8,18,9
4530,22,35,3,7,6
4531,17,28,6,12,9
4532,18,25,7,12,10
4533,17,27,6,12,10
4534,9,23,1,6,4
4535,16,26,7,13,9
4536,14,23,8,15,11
4537,15,21,9,15,12
4538,14,20,9,16,13
4539,14,21,9,16,12
4540,14,22,8,16,13
4541,15,24,7,14,12
4542,23,34,4,8,7
4543,18,29,6,11,8
4544,15,21,9,15,11
4545,12,19,10,19,14
4546,10,15,12,22,17
4547,9,14,13,24,19
4548,9,14,13,24,20
4549,9,15,12,24,19
4550,10,16,11,23,18
4551,11,19,9,20,16
4552,15,24,7,15,13
4553,16,27,6,13,10
4554,23,40,3,8,7
4555,19,26,7,11,9
4556,15,20,10,15,11
4557,10,16,12,23,16
4558,6,12,14,35,26
4559,6,12,14,39,31
4560,7,14,12,32,25
4561,11,18,9,21,18
4562,18,31,5,12,10
4563,23,33,3,6,5
4564,16,18,2,5,5
4565,17,35,2,6,5
4566,17,23,9,13,9
4567,6,11,16,36,26
4568,8,14,11,30,25
4569,12,23,7,19,15
4570,16,20,2,5,5
4571,21,34,3,7,6
4572,9,15,13,26,16
4573,6,13,12,39,34
4574,11,18,9,21,17
4575,21,31,5,9,7
4576,15,24,9,15,9
4577,9,16,13,24,14
4578,6,13,12,39,31
4579,12,21,8,19,15
4580,17,46,1,6,3
4581,22,38,3,7,6
4582,12,19,12,19,11
4583,7,13,16,32,19
4584,8,16,10,29,22
4585,19,44,3,9,5
4586,15,23,9,14,9
4587,12,19,12,18,11
4588,9,15,15,24,15
4589,8,12,18,30,18
4590,7,11,19,32,20
4591,7,11,19,32,22
4592,7,11,17,33,23
4593,7,13,14,31,23
4594,8,16,11,27,19
4595,16,25,7,13,10
4596,16,24,9,13,8
4597,15,21,11,15,9
4598,13,18,13,17,11
4599,12,18,13,18,11
4600,12,17,13,19,12
4601,12,18,12,19,12
4602,12,19,11,18,11
4603,23,33,4,7,6
4604,16,23,9,13,9
4605,20,28,6,10,8
4606,22,36,3,7,6
4607,19,25,2,6,5
4608,7,25,2,5,3
4609,18,15,2,5,5
4610,19,20,1,6,5
4611,17,20,2,5,5
4612,15,18,2,6,5
4613,18,26,1,5,4
4614,14,29,2,6,5
4615,13,38,4,16,9
4616,10,25,6,22,15
4617,7,25,6,33,20
4618,6,25,6,36,20
4619,7,24,6,34,22
4620,8,28,5,29,20
4621,10,29,5,22,15
4622,22,41,3,7,4
4623,7,22,7,31,18
4624,8,28,5,29,19
4625,14,41,4,15,7
4626,13,19,2,5,5
4627,12,19,2,5,5
4628,7,23,2,5,3
4629,21,37,3,8,6
4630,22,30,6,9,6
4631,21,32,6,9,5
4632,21,29,6,9,6
4633,19,29,7,11,6
4634,18,40,2,6,3
4635,17,28,8,12,6
4636,17,25,9,13,7
4637,15,25,10,14,7
4638,15,25,10,15,7
4639,15,23,10,14,8
4640,16,27,8,13,7
4641,12,20,12,18,10
4642,11,17,14,20,11
4643,10,17,14,22,11
4644,11,18,13,21,11
4645,11,20,12,20,10
4646,12,20,11,18,10
4647,14,23,9,15,9
4648,17,29,7,12,7
4649,19,26,9,11,6
4650,15,21,12,15,8
4651,9,17,14,24,12
4652,7,13,17,32,17
4653,6,11,19,36,21
4654,6,11,18,39,21
4655,6,12,17,38,21
4656,7,15,13,31,18
4657,11,18,11,21,13
4658,15,26,10,14,6
4659,11,19,13,21,10
4660,6,12,17,38,20
4661,7,14,13,32,20
4662,8,19,14,27,10
4663,5,12,14,44,26
4664,17,26,10,13,6
4665,10,19,14,22,9
4666,5,12,18,41,18
4667,6,13,14,38,22
4668,9,30,1,6,3
4669,22,29,6,9,5
4670,19,24,9,11,6
4671,14,23,12,16,7
4672,10,18,15,23,10
4673,7,13,18,33,15
4674,5,12,21,41,17
4675,5,11,22,45,19
4676,5,11,19,42,21
4677,6,13,16,36,18
4678,23,28,7,9,5
4679,15,22,12,15,7
4680,12,19,15,18,8
4681,11,18,16,20,9
4682,11,17,17,21,9
4683,10,18,16,22,9
4684,10,18,15,22,10
4685,11,20,13,20,9
4686,14,23,10,16,8
4687,17,27,8,12,7
4688,23,26,7,9,6
4689,18,23,11,12,6
4690,16,21,12,14,7
4691,16,23,11,14,7
4692,18,26,8,12,7
4693,23,28,5,7,5
4694,22,27,7,9,5
4695,22,25,8,9,6
4696,20,25,8,10,6
4697,21,26,8,10,6
4698,21,25,8,10,7
4699,23,29,6,8,5
4700,20,40,3,10,7
4701,24,34,4,7,5
4702,14,21,2,5,5
4703,14,20,2,5,5
4704,14,18,2,5,5
4705,15,17,2,5,5
4706,14,19,2,5,5
4707,16,16,2,5,5
4708,17,21,2,6,5
4709,15,17,2,6,5
4710,15,20,2,5,5
4711,14,16,2,6,5
4712,16,19,2,5,5
4713,16,17,2,5,5
4714,14,17,2,5,5
4715,16,20,1,6,4
4716,17,27,1,6,4
4717,17,18,2,6,5
4718,18,22,2,6,5
4719,21,24,2,6,5
4720,17,17,2,6,5
4721,16,18,2,6,5
4722,19,21,2,6,5
4723,10,22,8,22,13
4724,14,17,2,6,5
4725,16,16,2,6,5
4726,18,17,1,6,5
4727,19,18,2,6,5
4728,20,21,2,6,5
4729,19,22,2,6,5
4730,18,20,2,6,5
4731,19,23,2,6,5
4732,16,14,2,5,5
4733,11,27,7,21,10
4734,6,17,10,38,20
4735,5,15,11,42,23
4736,5,16,11,45,22
4737,6,17,10,40,20
4738,7,20,9,33,17
4739,19,20,2,6,5
4740,22,23,2,6,5
4741,21,22,2,6,5
4742,20,18,2,6,6
4743,22,19,2,6,6
4744,20,16,2,6,6
4745,17,13,2,6,6
4746,22,17,2,6,6
4747,22,15,2,6,6
4748,21,19,2,6,6
4749,22,21,2,6,6
4750,21,20,2,6,6
4751,23,23,2,6,6
4752,8,21,9,28,13
4753,6,17,11,40,18
4754,5,14,12,48,25
4755,5,15,11,48,24
4756,6,17,10,40,21
4757,20,23,2,6,5
4758,22,24,2,6,6
4759,20,21,2,6,6
4760,21,23,2,6,6
4761,24,17,2,6,6
4762,24,19,2,6,6
4763,23,16,2,6,6
4764,23,17,2,6,6
4765,22,23,2,7,6
4766,22,29,2,7,6
4767,23,22,2,6,6
4768,24,16,2,6,6
4769,21,17,2,6,6
4770,17,20,2,6,5
4771,10,20,10,23,12
4772,8,18,11,27,14
4773,7,17,11,31,16
4774,17,22,2,6,5
4775,17,18,2,5,5
4776,21,23,2,6,5
4777,19,19,2,6,5
4778,20,15,2,6,6
4779,24,28,2,6,6
4780,23,24,2,6,6
4781,23,25,2,7,6
4782,22,19,2,7,6
4783,23,17,2,7,7
4784,24,29,2,7,6
4785,24,20,2,7,7
4786,23,21,2,7,7
4787,22,16,2,6,6
4788,19,17,2,6,5
4789,14,25,9,15,8
4790,18,19,2,6,5
4791,20,20,2,6,5
4792,21,15,2,6,6
4793,24,18,2,6,6
4794,24,23,2,6,6
4795,23,21,3,7,7
4796,24,27,2,7,7
4797,23,19,2,7,7
4798,24,15,2,7,7
4799,24,30,2,7,7
4800,24,22,2,6,6
4801,24,20,2,6,6
4802,23,19,2,6,6
4803,24,27,2,6,5
4804,23,26,2,6,5
4805,15,15,2,5,5
4806,20,19,2,6,5
4807,22,22,2,6,5
4808,21,21,2,6,5
4809,23,18,2,6,6
4810,24,24,2,6,6
4811,24,26,2,7,7
4812,23,24,2,7,7
4813,23,28,2,7,6
4814,23,26,2,7,6
4815,19,14,2,6,6
4816,20,17,2,6,6
4817,24,28,2,8,8
4818,24,27,2,8,8
4819,23,27,2,7,6
4820,24,32,2,6,5
4821,17,26,1,6,4
4822,20,22,2,6,5
4823,17,14,2,6,6
4824,23,13,2,6,7
4825,24,13,2,6,7
4826,24,18,2,7,7
4827,24,23,3,8,9
4828,24,24,3,8,9
4829,22,31,3,9,9
4830,24,28,3,8,8
4831,23,25,3,8,8
4832,23,31,2,7,6
4833,22,27,2,7,6
4834,19,15,2,6,6
4835,24,16,2,7,7
4836,24,24,3,8,8
4837,24,22,3,8,9
4838,23,28,3,9,10
4839,22,29,4,9,9
4840,22,29,3,9,10
4841,23,32,3,9,10
4842,22,32,3,9,9
4843,24,30,3,8,8
4844,23,32,3,8,7
4845,24,23,2,7,7
4846,24,19,2,7,7
4847,22,24,2,7,6
4848,20,18,2,6,5
4849,22,25,2,6,6
4850,23,19,2,7,6
4851,23,29,3,9,11
4852,21,27,4,10,11
4853,24,23,4,9,12
4854,23,30,3,9,11
4855,21,28,4,10,11
4856,23,27,4,9,11
4857,23,31,3,9,10
4858,23,27,3,9,10
4859,23,26,3,8,8
4860,22,31,3,8,7
4861,24,27,3,7,7
4862,22,18,2,6,6
4863,23,20,2,6,6
4864,24,21,3,8,8
4865,23,25,3,9,10
4866,24,26,3,9,11
4867,21,26,4,10,12
4868,22,26,4,10,13
4869,20,28,4,11,13
4870,21,28,4,10,12
4871,20,30,4,11,12
4872,19,27,5,11,12
4873,19,26,5,11,12
4874,19,30,4,11,11
4875,23,29,3,9,10
4876,24,24,2,6,5
4877,17,19,2,6,5
4878,14,21,1,6,4
4879,24,26,2,6,6
4880,23,18,2,7,7
4881,23,24,4,9,11
4882,23,25,4,9,12
4883,20,27,4,11,14
4884,18,24,5,12,14
4885,18,24,5,12,15
4886,17,25,5,13,15
4887,17,26,5,13,14
4888,16,27,5,14,14
4889,16,24,6,14,14
4890,17,27,5,13,14
4891,18,30,4,12,13
4892,19,29,4,11,12
4893,21,29,4,10,11
4894,22,29,3,9,9
4895,24,29,3,8,8
4896,24,24,3,7,7
4897,22,23,2,7,5
4898,22,20,2,6,6
4899,23,22,2,7,6
4900,24,17,2,7,7
4901,24,26,2,8,8
4902,23,26,3,9,10
4903,23,28,3,9,11
4904,21,26,4,10,13
4905,22,23,5,10,14
4906,17,24,5,13,16
4907,16,22,6,14,16
4908,15,23,6,15,17
4909,14,21,7,16,16
4910,15,24,6,15,15
4911,16,27,5,14,15
4912,18,26,5,12,13
4913,20,29,4,11,12
4914,21,33,3,10,11
4915,24,28,3,8,9
4916,23,28,3,8,8
4917,24,23,3,7,7
4918,24,33,2,7,7
4919,22,25,2,6,5
4920,16,23,2,5,5
4921,15,19,2,5,5
4922,24,25,2,6,6
4923,22,21,2,7,6
4924,24,30,3,9,11
4925,22,25,4,10,12
4926,20,27,4,11,13
4927,20,24,5,11,14
4928,18,22,6,12,16
4929,16,20,7,14,17
4930,14,20,7,16,18
4931,13,19,8,17,18
4932,12,19,8,19,19
4933,12,17,9,19,20
4934,11,18,9,20,19
4935,12,19,8,19,18
4936,12,21,7,18,17
4937,13,24,6,17,15
4938,15,27,5,15,15
4939,17,26,5,13,13
4940,22,31,3,9,10
4941,23,30,3,8,8
4942,23,24,3,7,7
4943,24,29,2,7,7
4944,23,32,2,7,6
4945,22,30,2,7,6
4946,18,30,6,11,7
4947,20,14,2,6,6
4948,21,31,3,10,11
4949,22,26,4,10,12
4950,18,25,5,12,14
4951,17,22,6,13,16
4952,14,21,7,16,17
4953,12,19,8,18,19
4954,11,17,9,20,21
4955,10,16,10,22,22
4956,9,15,11,24,23
4957,9,14,12,25,23
4958,9,15,11,25,22
4959,9,16,10,24,21
4960,10,17,9,23,21
4961,11,18,9,21,19
4962,12,20,8,19,17
4963,13,21,7,17,16
4964,19,30,4,11,12
4965,23,25,3,7,7
4966,22,26,3,7,6
4967,23,33,2,7,6
4968,17,28,7,12,7
4969,20,28,7,10,7
4970,23,24,3,9,10
4971,23,25,4,9,11
4972,21,27,4,10,12
4973,20,29,4,11,13
4974,16,23,6,14,16
4975,13,21,7,17,18
4976,9,14,12,25,24
4977,8,13,13,27,26
4978,8,13,13,29,27
4979,8,12,14,30,27
4980,7,12,14,31,25
4981,7,13,13,32,25
4982,8,13,12,29,26
4983,8,15,11,27,24
4984,9,16,10,26,21
4985,10,17,10,23,20
4986,11,19,8,20,19
4987,13,22,7,17,16
4988,16,24,6,14,15
4989,22,30,3,9,10
4990,24,23,3,8,8
4991,16,23,10,14,8
4992,23,14,2,7,7
4993,20,25,5,11,13
4994,14,19,8,16,18
4995,7,12,14,31,28
4996,7,11,16,34,30
4997,6,11,16,37,30
4998,7,11,15,34,29
4999,8,13,13,30,25
5000,8,14,12,27,22
5001,10,16,10,23,22
5002,15,21,7,15,17
5003,17,23,6,13,15
5004,21,32,3,10,11
5005,24,19,2,6,7
5006,18,24,10,12,7
5007,14,19,13,16,9
5008,12,18,14,18,10
5009,12,18,14,19,10
5010,12,19,13,18,10
5011,14,20,11,16,10
5012,23,26,2,6,6
5013,19,24,5,11,13
5014,11,16,10,20,21
5015,9,15,11,24,24
5016,8,13,13,28,27
5017,6,11,15,35,29
5018,8,12,14,30,26
5019,8,14,12,27,24
5020,10,16,10,22,21
5021,15,21,7,15,16
5022,18,25,5,12,13
5023,11,17,15,20,11
5024,9,14,18,24,13
5025,9,13,20,26,14
5026,8,12,20,29,16
5027,8,13,19,28,15
5028,9,14,17,26,14
5029,9,16,15,24,13
5030,14,22,10,16,9
5031,22,32,5,8,6
5032,24,29,2,6,6
5033,24,21,2,7,7
5034,23,27,3,9,11
5035,12,17,9,18,20
5036,10,15,11,23,24
5037,8,12,14,28,27
5038,7,12,15,32,27
5039,10,16,10,23,21
5040,24,29,3,9,11
5041,24,24,2,7,7
5042,18,24,9,12,7
5043,15,23,12,15,7
5044,11,16,16,20,11
5045,7,12,20,32,18
5046,8,14,15,29,18
5047,11,18,12,20,12
5048,22,23,2,6,6
5049,23,23,2,7,7
5050,22,33,3,9,9
5051,18,26,5,12,14
5052,12,19,8,18,18
5053,11,15,11,21,22
5054,8,13,13,27,25
5055,7,12,15,31,28
5056,11,16,10,21,20
5057,24,25,3,8,9
5058,22,26,2,7,6
5059,23,30,4,6,5
5060,13,19,14,17,9
5061,8,13,20,28,14
5062,9,15,14,26,15
5063,18,28,7,11,7
5064,24,22,2,7,7
5065,23,28,4,9,10
5066,15,19,8,15,17
5067,11,16,10,20,20
5068,7,11,16,32,28
5069,8,12,14,30,28
5070,15,20,7,15,18
5071,19,25,5,11,13
5072,23,20,2,7,7
5073,20,19,2,6,6
5074,17,17,2,6,6
5075,18,18,2,5,5
5076,22,28,4,6,5
5077,21,27,8,10,6
5078,6,12,22,36,16
5079,23,30,3,9,10
5080,17,23,6,13,16
5081,14,18,9,16,18
5082,11,15,11,21,21
5083,8,12,15,28,26
5084,7,11,16,34,32
5085,8,13,12,27,26
5086,11,16,9,21,23
5087,13,20,7,17,19
5088,23,31,2,7,7
5089,24,33,2,6,6
5090,20,26,8,10,6
5091,17,23,11,13,7
5092,12,19,15,19,8
5093,7,13,22,32,13
5094,7,14,15,30,18
5095,12,21,11,18,10
5096,21,25,4,10,12
5097,17,20,7,13,17
