,gM,rbM,rI,gI,bI
0,15,32,1,4,3
1,12,28,1,4,3
2,13,34,1,4,3
3,13,33,1,4,3
4,12,38,1,5,3
5,10,29,1,4,3
6,14,34,1,4,3
7,12,35,1,5,3
8,13,29,1,4,3
9,12,26,1,4,3
10,9,23,1,4,3
11,13,22,2,4,3
12,14,25,2,4,3
13,14,33,1,4,3
14,11,29,1,4,3
15,10,24,1,4,3
16,12,36,1,5,3
17,11,34,1,4,3
18,12,42,1,5,3
19,13,38,1,4,3
20,13,36,1,4,3
21,15,43,1,5,3
22,13,40,1,5,3
23,12,30,1,4,3
24,9,24,1,4,3
25,9,20,1,4,3
26,13,35,1,4,3
27,12,28,2,5,3
28,13,23,2,4,3
29,12,20,2,4,3
30,10,25,1,4,3
31,13,41,1,5,3
32,11,27,1,4,3
33,12,40,1,5,3
34,13,44,1,5,3
35,11,39,1,5,3
36,12,45,1,5,3
37,10,31,1,4,3
38,13,24,2,4,3
39,13,25,2,4,3
40,14,31,2,5,3
41,11,43,1,5,3
42,11,25,2,5,3
43,13,31,2,5,3
44,13,26,2,4,3
45,14,26,2,4,3
46,12,37,1,4,3
47,12,31,1,4,3
48,12,34,1,4,3
49,10,30,1,4,3
50,11,34,1,5,3
51,13,32,1,4,3
52,14,33,2,5,3
53,12,26,2,5,3
54,12,33,1,4,3
55,11,40,1,5,3
56,14,46,1,5,3
57,14,42,1,5,3
58,15,41,1,5,3
59,11,36,1,5,3
60,11,38,1,5,3
61,13,42,1,5,3
62,13,28,2,5,3
63,14,24,2,4,3
64,14,30,2,5,3
65,13,29,2,5,3
66,12,39,1,5,3
67,12,27,2,5,3
68,10,27,1,4,3
69,13,45,1,5,3
70,15,32,2,5,3
71,11,21,2,4,3
72,10,19,2,4,3
73,11,33,1,4,3
74,10,18,2,4,3
75,13,39,1,4,3
76,12,36,1,4,3
77,9,18,2,4,3
78,12,22,2,4,3
79,10,38,1,5,3
80,12,34,1,5,3
81,15,39,1,5,3
82,11,35,1,5,3
83,10,33,1,5,3
84,13,43,1,5,3
85,11,24,2,5,3
86,11,22,2,4,3
87,16,35,2,5,3
88,13,31,1,4,3
89,15,25,2,4,3
90,12,23,2,5,4
91,13,27,2,5,3
92,11,27,2,5,3
93,11,26,2,5,3
94,12,21,2,4,3
95,9,16,2,4,3
96,13,28,1,5,4
97,12,29,1,5,4
98,13,37,1,5,3
99,11,37,1,5,3
100,11,36,1,4,3
101,10,39,1,5,3
102,9,30,1,4,3
103,11,20,2,4,3
104,11,28,1,4,3
105,12,29,1,4,3
106,8,24,1,4,3
107,9,17,2,4,3
108,14,28,2,5,3
109,10,35,1,5,3
110,14,22,2,4,3
111,9,15,2,4,3
112,9,22,1,4,3
113,12,35,1,4,3
114,13,46,1,5,3
115,13,38,1,5,3
116,13,34,1,5,3
117,10,25,1,5,3
118,9,25,1,4,3
119,10,23,2,5,3
120,13,31,1,5,4
121,14,29,2,5,3
122,14,22,2,4,4
123,15,29,2,5,4
124,15,29,2,5,3
125,12,31,1,5,4
126,11,32,1,5,3
127,11,33,1,5,3
128,11,19,2,4,3
129,12,24,2,5,3
130,16,36,2,5,3
131,11,23,2,5,3
132,16,33,2,5,3
133,15,28,2,5,4
134,21,35,2,5,4
135,19,41,2,5,3
136,20,45,2,6,4
137,22,36,2,5,4
138,17,31,2,5,4
139,18,38,2,5,3
140,11,31,1,5,3
141,10,22,2,5,3
142,10,34,1,5,3
143,10,36,1,5,3
144,14,27,2,5,3
145,14,43,1,5,3
146,16,31,2,5,3
147,13,19,2,4,4
148,11,31,1,4,3
149,11,22,2,5,3
150,12,25,2,5,3
151,12,41,1,5,3
152,13,21,2,4,3
153,12,43,1,5,3
154,10,26,1,4,3
155,13,26,2,5,3
156,11,30,1,4,3
157,15,33,2,5,3
158,15,27,1,5,4
159,15,31,2,5,3
160,9,22,2,5,3
161,12,37,1,5,3
162,14,44,1,5,3
163,10,30,1,5,3
164,13,39,1,5,3
165,10,21,2,5,3
166,14,34,1,5,4
167,14,45,1,5,3
168,10,34,1,4,3
169,10,32,1,5,3
170,12,44,1,5,3
171,11,24,1,4,3
172,9,31,1,5,3
173,12,21,2,5,4
174,12,16,2,4,4
175,12,25,1,4,4
176,14,35,2,5,3
177,10,31,1,5,3
178,9,29,1,4,3
179,10,29,1,5,3
180,11,28,1,5,4
181,12,24,1,4,4
182,7,12,2,4,3
183,14,40,1,5,3
184,16,45,1,5,3
185,9,20,2,5,3
186,13,24,2,5,4
187,13,30,2,5,3
188,11,29,1,5,4
189,12,22,2,5,4
190,15,32,2,5,4
191,9,27,1,5,3
192,9,28,1,5,3
193,10,19,2,5,3
194,12,30,1,5,4
195,11,19,2,5,4
196,9,26,1,5,3
197,10,24,1,5,4
198,16,34,2,5,3
199,11,18,2,4,3
200,8,28,1,5,3
201,9,33,1,5,3
202,9,21,2,5,3
203,15,38,1,5,3
204,16,34,1,5,4
205,15,25,2,5,4
206,8,14,2,4,3
207,13,36,1,5,3
208,16,41,1,5,3
209,12,32,1,5,4
210,8,29,1,5,3
211,9,18,2,5,3
212,9,19,2,5,3
213,11,20,2,5,4
214,10,17,2,4,3
215,13,23,2,5,4
216,8,16,2,4,3
217,10,20,2,5,3
218,10,14,2,4,4
219,9,26,1,4,3
220,8,19,2,5,3
221,8,30,1,5,3
222,11,30,1,5,3
223,13,33,1,5,4
224,8,17,2,5,3
225,7,18,1,4,3
226,10,26,1,5,3
227,9,23,1,5,3
228,9,25,1,5,3
229,9,21,1,4,3
230,10,19,2,5,4
231,14,27,2,5,4
232,20,38,2,5,4
233,21,41,2,5,4
234,20,34,3,6,4
235,20,36,3,6,4
236,22,37,3,6,4
237,24,38,4,7,4
238,24,37,4,7,5
239,24,33,5,7,4
240,23,37,4,7,4
241,22,38,3,6,4
242,20,42,2,5,4
243,15,33,2,5,4
244,16,25,2,5,4
245,15,30,2,5,3
246,11,26,1,5,4
247,17,34,2,5,3
248,8,20,2,5,3
249,14,32,2,5,3
250,11,21,2,5,4
251,9,16,2,5,4
252,13,22,2,5,4
253,7,22,1,5,3
254,9,24,1,5,4
255,8,18,2,5,3
256,14,25,2,5,4
257,10,18,2,5,4
258,17,33,2,5,4
259,14,34,2,5,3
260,16,34,2,5,4
261,19,44,2,6,4
262,20,44,2,6,4
263,22,44,2,6,4
264,22,43,2,6,4
265,18,38,2,6,4
266,16,32,2,5,3
267,11,25,1,5,4
268,10,24,2,5,3
269,11,22,2,5,4
270,14,26,2,5,4
271,16,28,2,5,4
272,17,28,2,5,4
273,17,38,2,5,3
274,15,27,2,5,4
275,16,37,2,5,3
276,17,36,2,5,4
277,19,39,2,5,4
278,17,43,2,6,3
279,8,16,2,5,3
280,8,21,1,5,4
281,10,21,2,5,4
282,9,30,1,5,3
283,8,17,2,5,4
284,9,29,1,5,3
285,8,15,2,5,4
286,8,20,1,5,4
287,7,16,2,5,3
288,15,24,2,5,4
289,9,22,1,5,4
290,9,17,2,5,4
291,7,25,1,5,3
292,13,36,1,5,4
293,10,27,1,5,4
294,9,23,1,5,4
295,12,20,2,5,4
296,8,24,1,5,3
297,8,13,2,5,4
298,11,30,1,5,4
299,15,45,1,5,3
300,9,24,2,5,3
301,12,29,2,5,3
302,11,27,1,5,4
303,8,27,1,5,3
304,6,14,2,5,3
305,7,13,2,4,3
306,8,23,1,5,3
307,7,15,2,5,3
308,7,24,1,5,3
309,6,23,1,5,3
310,8,14,2,4,4
311,10,26,1,5,4
312,8,16,2,5,4
313,10,28,1,5,4
314,8,25,1,5,3
315,7,21,1,5,3
316,6,13,2,5,3
317,13,25,2,5,4
318,7,17,2,5,3
319,13,29,1,5,4
320,14,24,2,5,4
321,7,14,2,4,3
322,8,14,2,5,4
323,12,28,1,5,4
324,16,31,2,5,4
325,7,20,1,5,3
326,11,31,1,5,4
327,9,20,2,5,4
328,8,21,2,5,3
329,15,38,2,6,3
330,16,29,2,6,4
331,9,23,2,5,3
332,12,26,1,5,4
333,12,24,2,5,4
334,7,13,2,5,4
335,7,15,2,5,4
336,10,25,2,5,3
337,10,25,1,5,4
338,10,28,1,5,3
339,15,34,1,5,4
340,6,15,2,5,3
341,15,30,2,5,4
342,14,35,2,6,3
343,15,30,2,6,4
344,17,29,2,5,4
345,8,12,2,4,4
346,9,32,1,5,3
347,15,22,2,5,4
348,5,18,1,5,3
349,15,35,2,5,3
350,9,26,1,5,4
351,10,23,1,5,4
352,9,20,1,5,4
353,11,18,2,5,4
354,8,23,1,5,4
355,15,26,2,5,4
356,15,36,1,5,4
357,12,34,1,5,4
358,11,41,1,5,3
359,13,27,2,5,4
360,13,37,1,5,4
361,6,12,2,5,4
362,12,19,2,5,4
363,17,32,2,5,4
364,12,26,2,5,4
365,9,15,2,5,4
366,12,30,2,5,3
367,9,18,2,5,4
368,8,18,2,5,4
369,13,26,2,5,4
370,8,22,1,5,4
371,7,12,2,5,4
372,16,29,2,5,4
373,15,35,2,6,3
374,7,14,2,5,4
375,8,26,1,5,3
376,7,23,1,5,3
377,14,37,1,5,4
378,13,21,2,5,4
379,9,14,2,5,4
380,8,19,1,5,4
381,9,21,1,5,4
382,10,20,2,5,4
383,10,22,2,5,4
384,15,34,2,5,3
385,7,18,2,5,3
386,7,18,1,5,4
387,13,34,1,5,4
388,16,38,2,5,3
389,17,30,2,5,4
390,10,20,1,5,4
391,16,35,2,6,4
392,9,25,1,5,4
393,16,30,2,5,4
394,9,19,2,5,4
395,16,30,2,6,4
396,17,29,2,6,4
397,19,28,2,5,4
398,18,26,2,5,4
399,15,32,2,6,4
400,11,24,1,5,4
401,18,27,2,5,4
402,18,34,2,6,4
403,19,33,2,6,4
404,19,30,2,5,4
405,11,24,2,5,4
406,12,33,1,5,4
407,14,41,1,5,3
408,12,25,2,5,4
409,14,39,1,5,4
410,16,27,2,5,4
411,10,17,2,5,4
412,14,35,1,5,4
413,15,42,1,5,3
414,6,11,2,4,3
415,9,14,2,4,3
416,13,32,1,5,4
417,7,14,2,5,3
418,10,27,1,5,3
419,13,35,1,5,4
420,10,16,2,5,4
421,14,38,1,5,4
422,10,26,2,5,3
423,9,35,1,5,3
424,9,14,2,4,4
425,15,46,1,5,3
426,17,33,2,5,3
427,14,36,1,5,4
428,13,30,1,5,4
429,12,33,1,5,3
430,9,37,1,5,3
431,10,29,1,5,4
432,12,31,1,5,3
433,10,16,2,4,3
434,9,27,1,4,3
435,8,15,2,4,3
436,16,46,1,5,3
437,10,40,1,5,3
438,17,37,2,5,3
439,10,20,2,4,3
440,9,34,1,5,3
441,16,38,1,5,4
442,16,30,1,5,4
443,14,23,2,5,4
444,12,27,1,4,3
445,11,26,1,4,3
446,7,15,1,4,3
447,9,19,2,4,3
448,11,21,2,5,3
449,11,32,1,4,3
450,14,39,1,5,3
451,10,37,1,5,3
452,12,32,1,4,3
453,10,22,1,4,3
454,13,35,1,5,3
455,15,24,2,4,3
456,14,36,1,4,3
457,6,20,1,4,3
458,10,28,1,4,3
459,13,27,1,4,3
460,13,37,1,4,3
461,13,27,2,4,3
462,14,28,2,4,3
463,12,23,2,4,3
464,11,42,1,5,3
465,14,37,1,4,3
466,11,25,1,4,3
467,13,26,1,4,3
468,15,40,1,5,3
469,14,23,2,4,3
470,11,35,1,4,3
471,15,44,1,5,3
472,11,17,2,4,4
473,14,20,2,4,4
474,8,23,1,4,3
475,7,27,1,4,3
476,8,20,1,4,3
477,7,22,1,4,3
478,19,36,2,5,3
479,20,41,2,6,4
480,21,46,2,6,4
481,23,40,2,5,4
482,21,43,2,5,3
483,22,46,2,5,3
484,9,19,1,4,3
485,19,38,2,5,3
486,13,26,1,4,4
487,13,30,1,4,3
488,10,41,1,5,3
489,8,21,1,4,3
490,9,13,2,4,4
491,12,15,2,4,4
492,10,18,1,4,4
493,11,29,1,5,3
494,9,31,1,4,3
495,7,23,1,4,3
496,8,31,1,5,3
497,17,36,2,5,3
498,19,35,2,5,4
499,19,38,2,5,4
500,19,42,2,6,4
501,19,40,2,5,4
502,21,31,3,5,4
503,24,42,3,6,4
504,22,43,3,7,4
505,24,39,3,6,4
506,21,36,3,6,4
507,19,46,2,6,4
508,18,38,2,5,4
509,6,18,1,4,3
510,11,15,2,4,4
511,8,13,2,4,3
512,8,22,1,5,3
513,15,36,2,5,3
514,18,41,2,5,3
515,19,37,2,5,4
516,22,45,2,6,4
517,21,41,2,6,4
518,22,41,2,6,4
519,22,42,2,6,4
520,20,33,2,6,4
521,17,37,2,6,4
522,20,40,2,6,4
523,16,43,1,5,3
524,19,37,2,5,3
525,11,28,2,5,3
526,8,17,1,5,4
527,11,29,2,5,3
528,7,19,1,5,4
529,7,18,1,5,3
530,8,22,2,5,3
531,7,19,2,5,3
532,7,27,1,5,3
533,7,15,2,4,3
534,6,13,2,4,3
535,16,35,1,5,4
536,14,33,1,5,4
537,11,32,1,5,4
538,15,40,1,5,4
539,14,28,2,5,4
540,17,41,2,6,4
541,18,39,2,6,4
542,19,40,2,6,4
543,18,35,2,5,4
544,17,26,2,5,4
545,6,20,1,5,3
546,6,16,2,5,3
547,18,33,2,5,4
548,18,30,2,5,4
549,17,38,2,6,4
550,20,42,2,6,4
551,17,33,2,6,4
552,12,27,1,5,4
553,11,23,2,5,4
554,6,17,2,5,3
555,14,29,2,5,4
556,15,23,2,5,4
557,16,22,2,5,4
558,14,36,2,6,3
559,16,26,2,5,4
560,10,23,2,5,4
561,6,21,1,5,3
562,6,12,2,4,3
563,17,39,1,5,4
564,15,39,2,6,3
565,14,32,1,5,4
566,18,28,2,5,4
567,16,27,2,6,4
568,17,30,2,6,4
569,18,29,2,5,4
570,16,23,2,5,4
571,15,31,1,5,4
572,6,17,1,5,3
573,14,38,2,6,3
574,12,23,2,5,3
575,15,37,1,5,4
576,15,38,1,5,4
577,8,16,1,4,4
578,7,19,1,4,3
579,8,18,1,5,4
580,17,35,2,5,3
581,17,32,2,5,3
582,14,38,1,5,3
583,18,37,2,5,3
584,16,40,1,5,4
585,10,15,2,4,4
586,22,34,2,5,4
587,20,34,2,5,4
588,10,23,1,4,3
589,11,23,1,4,4
590,18,44,1,5,4
591,14,37,1,5,3
592,11,23,2,4,3
593,13,28,1,4,3
594,14,35,1,4,3
595,12,25,1,4,3
596,17,43,1,5,3
597,8,25,1,4,3
598,9,28,1,4,3
599,21,42,2,5,3
600,21,45,2,6,4
601,23,39,2,5,4
602,20,35,2,5,4
603,8,33,1,5,3
604,10,21,2,4,3
605,8,17,1,4,3
606,12,24,1,4,3
607,9,18,1,4,3
608,11,22,1,4,3
609,15,37,1,5,3
610,11,22,1,4,4
611,15,36,1,5,3
612,9,36,1,5,3
613,15,35,1,5,4
614,15,30,1,5,4
615,20,39,2,5,4
616,17,35,2,5,4
617,18,36,2,5,4
618,22,39,3,6,4
619,21,35,3,6,4
620,19,34,3,6,4
621,17,45,2,6,3
622,8,14,1,4,4
623,8,18,1,4,3
624,10,16,2,4,4
625,18,40,2,6,4
626,18,37,2,6,4
627,17,35,2,6,4
628,19,32,2,5,4
629,18,31,2,5,4
630,20,33,2,5,4
631,19,36,2,5,4
632,19,37,2,6,4
633,16,36,1,5,4
634,8,22,1,4,3
635,7,15,1,5,4
636,16,24,2,5,4
637,7,20,1,4,3
638,17,25,2,5,4
639,7,20,2,5,3
640,10,27,2,5,3
641,9,24,1,5,3
642,7,26,1,5,3
643,13,34,2,5,3
644,13,32,2,5,3
645,16,36,2,6,4
646,21,42,2,6,4
647,7,11,2,4,4
648,6,15,1,5,4
649,15,35,2,6,4
650,18,34,2,5,4
651,16,30,2,5,3
652,17,27,2,5,4
653,17,34,2,6,4
654,18,35,2,6,4
655,18,32,2,6,4
656,16,32,2,5,4
657,7,20,1,5,4
658,11,23,1,5,4
659,14,37,2,6,3
660,14,34,2,6,3
661,13,28,2,5,4
662,13,25,2,5,3
663,16,43,1,6,4
664,12,27,2,5,4
665,10,21,1,5,4
666,15,29,2,6,4
667,18,25,2,5,4
668,7,17,1,5,4
669,16,37,1,5,4
670,15,32,1,5,4
671,17,40,1,5,4
672,17,30,1,5,4
673,17,36,1,5,4
674,14,30,1,5,4
675,11,20,1,4,4
676,19,38,1,5,4
677,12,32,1,5,3
678,18,39,2,5,3
679,18,35,2,5,3
680,8,32,1,5,3
681,17,44,1,5,3
682,17,42,1,5,3
683,11,17,2,4,3
684,11,44,1,5,3
685,15,26,2,4,3
686,12,38,1,4,3
687,14,38,1,4,3
688,8,19,1,4,3
689,10,32,1,4,3
690,14,32,1,4,3
691,12,24,2,4,3
692,15,34,1,5,3
693,10,19,1,4,4
694,9,18,1,4,4
695,12,19,2,4,3
696,5,13,1,4,3
697,10,19,1,4,3
698,16,32,1,5,4
699,10,20,1,4,4
700,18,40,2,5,3
701,18,37,2,5,4
702,21,42,2,5,4
703,17,37,2,5,4
704,21,40,2,5,4
705,20,40,2,5,4
706,17,39,2,5,3
707,20,29,2,5,4
708,19,29,2,5,4
709,23,40,2,6,4
710,21,37,2,6,4
711,18,36,2,6,4
712,15,29,1,5,4
713,8,13,2,4,4
714,6,16,1,4,3
715,17,31,2,6,4
716,19,34,2,6,4
717,16,34,2,6,4
718,22,40,2,6,4
719,20,37,2,6,4
720,18,45,2,6,3
721,16,42,2,6,3
722,16,31,2,6,4
723,15,36,2,6,3
724,18,46,2,6,3
725,5,11,2,4,3
726,9,21,2,5,4
727,14,31,2,5,4
728,16,31,1,5,4
729,7,19,1,5,3
730,19,39,2,5,3
731,16,40,2,6,3
732,15,35,1,5,3
733,18,43,1,5,4
734,10,22,1,4,4
735,20,37,2,5,4
736,19,44,1,5,4
737,12,17,2,4,4
738,16,39,1,5,3
739,9,40,1,5,3
740,11,45,1,5,3
741,16,44,1,5,3
742,7,17,1,4,3
743,19,40,2,5,3
744,21,37,2,5,4
745,21,36,2,5,4
746,12,46,1,5,3
747,5,17,1,4,3
748,9,20,2,4,3
749,10,24,1,5,3
750,12,30,1,5,3
751,8,30,1,4,3
752,11,21,1,4,4
753,11,46,1,5,3
754,11,16,2,4,4
755,17,34,2,5,4
756,16,33,2,5,4
757,16,35,2,5,4
758,15,21,2,5,4
759,10,17,2,4,4
760,23,46,2,6,4
761,23,45,2,6,4
762,19,39,2,6,4
763,8,17,1,4,4
764,7,13,1,4,4
765,6,15,1,4,3
766,9,12,2,4,4
767,22,46,2,6,4
768,24,39,2,6,5
769,22,33,2,6,4
770,17,27,2,6,4
771,17,40,2,6,4
772,17,39,2,6,4
773,7,16,2,5,4
774,14,22,2,5,4
775,16,39,2,6,4
776,19,41,2,6,4
777,10,15,2,5,4
778,13,33,2,5,3
779,12,31,2,5,3
780,8,24,1,5,4
781,15,43,1,6,4
782,16,38,2,6,4
783,16,36,2,5,4
784,10,22,1,5,4
785,15,31,2,6,4
786,8,16,1,5,4
787,15,33,1,5,4
788,15,25,1,5,4
789,14,30,2,5,4
790,16,39,1,5,4
791,8,19,1,5,3
792,18,38,1,5,4
793,17,38,1,5,3
794,19,33,2,5,4
795,18,41,2,6,4
796,21,38,2,5,4
797,22,40,2,5,4
798,16,33,1,5,4
799,11,23,1,4,3
800,7,16,1,4,3
801,13,23,1,4,4
802,13,20,2,4,3
803,13,24,1,4,4
804,20,40,2,5,3
805,23,42,2,5,4
806,20,43,2,6,4
807,22,35,2,5,4
808,20,31,2,5,4
809,23,45,2,5,3
810,24,36,2,5,4
811,14,30,1,4,3
812,13,40,1,4,3
813,12,25,2,4,3
814,14,36,2,5,3
815,8,18,2,4,3
816,7,14,1,4,3
817,15,31,2,5,4
818,18,33,1,5,4
819,21,43,2,6,4
820,19,43,2,6,4
821,20,38,2,6,4
822,21,40,2,6,4
823,7,28,1,5,3
824,21,39,2,6,4
825,21,45,2,7,4
826,23,37,2,6,4
827,20,45,1,6,4
828,6,22,1,5,3
829,20,46,2,7,4
830,17,32,2,6,4
831,18,32,2,5,4
832,15,37,2,6,3
833,16,25,1,5,4
834,7,11,2,5,4
835,5,17,1,5,3
836,11,17,2,5,4
837,19,38,2,6,4
838,18,42,2,6,4
839,15,36,2,6,4
840,15,39,1,5,4
841,15,32,1,6,4
842,17,33,1,5,4
843,16,42,1,5,4
844,17,35,1,5,4
845,8,21,1,5,3
846,9,19,1,5,4
847,17,38,1,5,4
848,9,27,1,5,4
849,20,39,2,6,4
850,11,18,2,4,4
851,15,37,1,4,3
852,17,39,1,5,3
853,15,27,2,4,3
854,20,36,2,5,4
855,21,31,2,5,4
856,22,31,2,5,4
857,22,43,2,5,3
858,12,21,1,4,4
859,14,26,1,4,3
860,14,27,2,4,3
861,8,27,1,4,3
862,14,31,1,4,3
863,20,42,2,5,3
864,18,36,2,5,3
865,15,23,1,5,4
866,20,35,1,5,4
867,18,34,2,5,3
868,11,19,2,4,4
869,8,13,1,4,4
870,10,13,2,4,4
871,7,21,1,4,3
872,16,40,1,5,3
873,19,36,2,6,4
874,16,33,2,6,4
875,22,38,2,7,5
876,15,28,1,5,4
877,6,19,1,5,3
878,21,46,2,7,4
879,21,45,2,7,5
880,21,46,2,7,5
881,24,44,2,6,5
882,15,33,2,6,4
883,8,15,1,5,4
884,16,41,2,6,3
885,9,18,1,5,4
886,18,39,1,5,4
887,22,39,2,6,4
888,21,35,2,6,4
889,20,32,2,5,4
890,19,34,2,5,4
891,20,39,2,5,3
892,9,25,2,5,3
893,12,18,2,4,4
894,9,17,1,4,3
895,19,42,2,5,3
896,16,39,2,5,3
897,14,28,1,4,3
898,10,33,1,4,3
899,13,32,1,5,3
900,9,39,1,5,3
901,19,31,2,5,4
902,21,44,2,5,3
903,6,21,1,4,3
904,18,37,1,5,4
905,9,15,2,4,4
906,10,42,1,5,3
907,7,16,1,5,4
908,21,42,2,7,5
909,16,37,2,6,4
910,9,17,2,5,3
911,16,38,2,6,3
912,13,38,1,5,4
913,6,27,1,5,3
914,11,25,2,5,4
915,24,42,2,6,5
916,6,14,1,5,4
917,13,27,1,5,4
918,8,20,1,5,3
919,17,34,1,5,4
920,9,16,1,4,4
921,17,41,2,6,3
922,7,30,1,5,3
923,16,29,1,5,4
924,19,45,1,6,4
925,16,42,1,5,3
926,23,42,3,8,6
927,21,44,3,9,6
928,21,32,2,5,4
929,13,33,1,5,3
930,11,21,1,4,3
931,15,21,2,4,4
932,14,40,1,4,3
933,17,46,1,5,3
934,12,28,1,5,3
935,11,28,1,5,3
936,14,19,2,4,4
937,13,18,2,4,4
938,19,45,2,6,3
939,9,11,2,4,4
940,7,15,1,4,4
941,16,41,2,6,4
942,20,36,2,6,4
943,20,35,2,6,4
944,7,16,1,4,4
945,18,43,2,6,4
946,21,36,2,6,4
947,15,28,2,6,4
948,8,34,1,5,3
949,23,41,3,8,6
950,20,43,3,10,7
951,19,42,3,11,9
952,18,42,3,12,9
953,7,24,1,4,3
954,13,41,1,4,3
955,14,39,1,4,3
956,15,33,1,5,3
957,12,40,1,4,3
958,16,38,1,5,3
959,20,43,1,5,4
960,6,17,1,4,3
961,9,19,1,4,4
962,6,19,1,4,3
963,21,44,2,6,4
964,6,13,2,5,4
965,23,46,2,7,5
966,17,44,1,6,4
967,8,11,2,4,4
968,9,20,1,4,4
969,10,21,1,4,4
970,20,43,2,5,3
971,22,45,3,7,4
972,22,45,3,9,6
973,17,44,3,13,9
974,15,44,3,15,10
975,13,45,3,17,10
976,14,43,3,16,11
977,15,43,3,15,10
978,18,41,1,5,4
979,15,35,1,4,3
980,12,19,1,4,4
981,13,22,1,4,4
982,14,29,1,4,3
983,17,31,1,5,4
984,10,21,1,4,3
985,8,17,2,4,3
986,11,19,1,4,4
987,10,20,1,4,3
988,6,11,2,4,4
989,9,17,1,4,4
990,6,11,2,5,4
991,16,32,2,6,4
992,18,33,2,6,4
993,5,13,2,5,3
994,7,31,1,5,3
995,15,37,2,5,3
996,23,46,3,7,4
997,15,45,3,15,10
998,14,45,3,16,10
999,16,44,3,14,9
1000,12,26,1,4,4
1001,22,41,2,5,4
1002,15,36,1,4,3
1003,16,21,2,4,4
1004,17,45,1,5,3
1005,10,18,1,4,3
1006,7,11,2,4,3
1007,8,23,2,5,3
1008,5,19,1,5,3
1009,6,18,2,5,3
1010,6,25,1,5,3
1011,15,34,2,6,4
1012,14,32,2,5,4
1013,12,35,1,5,4
1014,12,28,2,5,4
1015,15,39,2,6,4
1016,18,35,1,5,4
1017,16,26,1,5,4
1018,18,46,3,11,7
1019,20,45,3,10,7
1020,20,44,3,10,7
1021,8,26,1,4,3
1022,22,42,2,5,4
1023,21,45,2,5,3
1024,20,46,2,6,4
1025,23,44,2,5,4
1026,11,37,1,4,3
1027,14,36,1,5,3
1028,9,32,1,4,3
1029,8,15,1,4,4
1030,18,44,2,6,3
1031,7,17,1,5,3
1032,14,28,2,6,4
1033,7,22,2,5,3
1034,17,36,2,6,4
1035,13,34,2,6,3
1036,6,13,1,5,4
1037,15,37,2,6,4
1038,13,20,2,5,4
1039,16,27,1,5,4
1040,18,44,2,6,4
1041,21,37,3,6,4
1042,23,43,3,7,5
1043,24,45,3,7,5
1044,24,44,3,7,5
1045,11,27,1,5,3
1046,23,43,2,5,4
1047,10,35,1,4,3
1048,9,34,1,4,3
1049,14,28,1,4,4
1050,13,28,1,4,4
1051,14,30,1,4,4
1052,9,38,1,5,3
1053,16,36,1,5,3
1054,10,15,1,4,4
1055,6,14,1,4,3
1056,7,29,1,5,3
1057,17,37,1,5,4
1058,24,41,3,6,4
1059,11,24,1,4,4
1060,12,22,1,4,4
1061,12,42,1,4,3
1062,10,23,1,5,3
1063,7,11,1,4,4
1064,8,18,1,4,4
1065,8,15,2,5,3
1066,6,16,1,5,4
1067,22,46,2,7,5
1068,22,44,2,6,5
1069,14,31,1,5,4
1070,21,34,2,5,4
1071,19,41,1,5,4
1072,24,41,3,7,5
1073,11,39,1,4,3
1074,12,39,1,4,3
1075,14,29,1,4,4
1076,9,16,1,5,4
1077,8,16,1,4,3
1078,15,32,1,5,3
1079,19,45,2,6,4
1080,6,18,1,5,3
1081,5,12,1,4,3
1082,8,35,1,5,3
1083,22,45,2,7,5
1084,23,44,2,6,4
1085,7,16,1,5,3
1086,14,42,1,6,4
1087,22,46,3,9,6
1088,19,43,3,11,8
1089,18,45,3,12,8
1090,18,44,3,12,8
1091,19,46,3,11,7
1092,22,44,3,8,5
1093,7,12,1,4,4
1094,16,35,1,5,3
1095,17,41,1,5,4
1096,22,40,2,7,5
1097,6,24,1,5,3
1098,17,46,3,13,8
1099,16,46,3,14,9
1100,16,45,3,14,9
1101,24,45,2,6,5
1102,22,44,2,5,3
1103,7,16,2,4,3
1104,7,12,2,4,4
1105,6,16,1,5,3
1106,14,30,2,6,4
1107,8,12,2,5,4
1108,5,21,1,5,3
1109,17,32,1,5,4
1110,20,41,2,5,3
1111,21,45,3,10,7
1112,22,44,3,9,6
1113,10,22,2,4,3
1114,21,43,2,5,4
1115,22,44,3,7,4
1116,17,24,2,5,4
1117,18,30,2,6,4
1118,14,29,2,6,4
1119,7,17,2,5,4
1120,20,34,2,6,4
1121,22,46,3,8,5
1122,13,20,2,4,4
1123,7,26,1,4,3
1124,10,17,1,4,4
1125,20,41,2,5,4
1126,22,44,2,5,4
1127,15,41,1,5,4
1128,24,45,2,6,4
1129,23,43,2,6,4
1130,17,24,1,5,4
1131,16,28,1,5,4
1132,19,45,1,5,4
1133,21,33,2,5,4
1134,18,31,1,5,4
1135,17,38,2,5,4
1136,15,40,2,6,3
1137,7,14,1,5,4
1138,12,25,1,5,4
1139,6,14,1,4,4
1140,14,31,2,6,4
1141,6,17,1,5,4
1142,22,44,2,7,5
1143,19,35,1,5,4
1144,18,39,2,5,4
1145,15,33,1,4,3
1146,13,25,1,4,4
1147,6,13,1,4,3
1148,20,28,2,5,4
1149,18,31,2,6,4
1150,19,37,1,5,4
1151,16,41,1,5,4
